Export;EXP-2024-001 (2024-08-26T23:31:52+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-07-25T15:00:00+01:00;2024-07-25T16:00:00+01:00;3.28;3.42;4.04;14.59;2.07;5.41;5.11;11.76;15.84;28.9;5.97;5.12;4.33;2.72;2.9;5.01;10.66;13.54;;6.43;7.46;17.04;9.17;18.69;28.16;11.43;19.6;4.42;5.47;16.47;16.05;16.61;9.13;7.82;3.44;7.09;11.67;4.98;3.46;5.74;3.51;4.12;14.91;4.62
NO2;uur;µg/m³;2024-07-25T16:00:00+01:00;2024-07-25T17:00:00+01:00;3.95;4.39;6.2;26.57;3.57;7.57;7.59;9.71;19.04;29.11;8.27;8.55;5.42;2.93;3.86;5.98;13.24;13.92;;10.26;5.09;19.64;11.91;25.44;26.87;46.1;14.75;5.51;7.25;14.61;15.82;18.91;9;7.79;3.53;6.72;11.38;7.25;6.79;5.3;3.44;6.23;17.42;6.66
NO2;uur;µg/m³;2024-07-25T17:00:00+01:00;2024-07-25T18:00:00+01:00;4.66;4.17;5.53;15.68;3.75;11.9;5.25;10.29;15.82;27.48;9.26;10.44;6.13;4.9;4.03;5.73;17.76;14.17;;13.34;8.45;19.59;11.38;33.18;32.1;17.52;10.85;6.29;6.87;16.53;14.42;19.5;10.5;7.44;4.16;4.28;13.25;8.86;8.55;5.24;3.48;5.87;19.99;6.3
NO2;uur;µg/m³;2024-07-25T18:00:00+01:00;2024-07-25T19:00:00+01:00;5.81;6.88;9.33;24.38;4.26;7.51;10.17;7.73;12.59;23.87;8.96;7.59;5.4;4.87;3.98;6.54;15.05;13.29;;12.11;9.27;15.12;7.89;21.02;18.91;8.51;13.75;6.14;9.66;17.33;18.62;25.73;11.24;7.8;4.57;7.08;16.28;8.91;8.2;5.73;3.83;6.55;19.49;8.1
NO2;uur;µg/m³;2024-07-25T19:00:00+01:00;2024-07-25T20:00:00+01:00;5.62;6.22;13.51;32.14;6.05;10.79;6.74;13.66;19.94;11.71;7.38;3.77;8.87;5.22;8.12;4.68;13.09;15.94;;6.96;9.76;16.14;11.1;34.9;23.47;11.83;11.19;6.11;8.48;13.3;15;24.88;9.16;13.04;5.51;7.89;19.64;11.24;7.59;5.93;4.93;6.45;23.44;6.72
NO2;uur;µg/m³;2024-07-25T20:00:00+01:00;2024-07-25T21:00:00+01:00;9.29;17.22;12.08;32.93;6.83;12.64;5.72;15.52;23.39;14.18;7.93;4.86;9.55;9.38;8.89;6.95;25.34;47.47;;15.07;6.91;23.79;15.91;35.18;25.6;8.79;9.81;8.18;5.5;13.47;14.62;17.42;9.22;7.54;6.41;8.85;19.63;14.17;8.95;4.4;4.64;6.16;25.32;7.22
NO2;uur;µg/m³;2024-07-25T21:00:00+01:00;2024-07-25T22:00:00+01:00;15.56;10.01;7.77;23.37;6.8;25.17;6.13;16.47;21.87;24.86;15.18;6.66;9.31;10.6;11.25;6.52;28.94;27.6;;12.06;10.9;22.52;14.5;42.45;25.68;9.64;9.8;7.77;6.63;16.14;21.06;15.87;10.69;12.16;6.15;9.01;24.15;17.28;8.49;6.45;5.32;5.77;17.33;6.37
NO2;uur;µg/m³;2024-07-25T22:00:00+01:00;2024-07-25T23:00:00+01:00;7.48;17.55;8.25;14.84;7.08;19.52;5.83;10.23;13.68;22.64;15.94;9.76;9.61;14.19;6.31;6.71;28.16;10.78;;14.57;12.07;26.97;12.84;21.09;31.63;14.69;11.93;6.19;5.68;12.84;23.88;18.65;11.85;12.99;4.96;8.38;31.72;13.98;6.93;6.25;6.26;6.08;12.28;6.54
NO2;uur;µg/m³;2024-07-25T23:00:00+01:00;2024-07-26T00:00:00+01:00;6.85;13.9;7.97;11.81;5.03;11.38;6.68;17.48;15.37;23.82;10.69;11.67;9.17;11.97;4.85;8.08;15.06;8.58;;15.81;13.96;19.33;9.54;17.49;21.67;7.84;14.54;4.65;6.88;15.22;14.62;18.74;11.73;11.12;4.31;8.38;19.27;8.75;6.55;4.96;6.72;5.74;10.16;5.57
NO2;uur;µg/m³;2024-07-26T00:00:00+01:00;2024-07-26T01:00:00+01:00;5.57;13.68;7.77;6.15;5.77;17.94;21.16;;15.41;21.61;9.99;10.88;11.55;14.27;10.43;5.02;17.51;15.12;;12.04;9.43;12.52;23.76;19.82;15.59;8.92;14.56;6.05;8.95;13.55;17.71;16.95;13.67;;4.56;8.4;13.07;;5.34;6.4;6.68;4.93;8.98;5.44
NO2;uur;µg/m³;2024-07-26T01:00:00+01:00;2024-07-26T02:00:00+01:00;7.06;8.05;6;6.79;5.72;13.55;15.62;7.39;9.75;15.53;9.8;16.94;8.21;12.06;7.8;3.91;13.48;15.76;;11.51;9.79;11.15;22.83;19.12;13.89;12.41;13.2;5.01;11.01;13.95;18.08;14.58;13.13;9.22;5.14;7.28;16.02;;4.41;5.74;5.89;4.93;7.64;4.66
NO2;uur;µg/m³;2024-07-26T02:00:00+01:00;2024-07-26T03:00:00+01:00;6.88;7.75;6.87;5.7;5.1;10.67;12.52;7.3;8.72;14.97;12.25;9.84;7.69;14.92;6.52;3.69;16.14;11.53;;13.86;9.73;12.18;18.94;26.72;14.07;9.72;11.49;5.44;11.3;13.32;17.17;14.92;14.22;8.49;6.47;6.43;13.78;;3.5;4.52;4.82;4.23;6.09;4.52
NO2;uur;µg/m³;2024-07-26T03:00:00+01:00;2024-07-26T04:00:00+01:00;5.81;7.75;3.1;4.61;3.76;11.45;6.23;5.65;7.71;7.63;8.88;5.65;6.17;14.07;5.64;3.26;9.12;12.26;;10.75;8.12;9.48;8.92;15.62;11.23;9.21;11.2;6.3;11.56;12.48;16.02;16.48;12.41;10.25;7.03;6.27;11.19;;4.69;4.04;4.71;3.66;6.39;4.25
NO2;uur;µg/m³;2024-07-26T04:00:00+01:00;2024-07-26T05:00:00+01:00;5.78;6.32;2.58;5.61;3.83;12.29;8.18;4.72;7.47;9.95;7.87;5.05;4.88;9.36;5.72;5.5;12.16;17.37;;5.15;6.57;10.97;11.46;7.72;13.12;16.94;6.27;7.71;6.78;10.55;14.54;16.3;10.91;7.18;7.48;6.37;8.93;;5.15;5.85;5.64;3.49;8.1;4.09
NO2;uur;µg/m³;2024-07-26T05:00:00+01:00;2024-07-26T06:00:00+01:00;5.43;4.73;3.89;7.7;4.97;8.78;7.74;4.66;9.14;13.11;7.82;6.28;5.76;5.97;6.24;5.66;13.71;19.26;;6.93;6.7;14.55;15.48;13.88;19.78;21.26;11.31;8.89;6.32;9.17;10.07;11.04;8.34;5.78;6.43;6.61;8.73;;5.35;6.67;7.1;3.71;;6.19
NO2;uur;µg/m³;2024-07-26T06:00:00+01:00;2024-07-26T07:00:00+01:00;6.86;5.4;6.02;14.05;5.89;5.45;7.81;5.57;9.7;16.79;10.56;6.5;5.28;5.15;6.14;5.5;16.51;16.45;;8.69;6.69;15.58;18.65;16.84;18.47;6.55;12.3;6.53;5.16;10.91;12.87;11.89;9.56;7.5;4.89;6.77;12.2;;5.99;3.33;7.04;4.67;;8.42
NO2;uur;µg/m³;2024-07-26T07:00:00+01:00;2024-07-26T08:00:00+01:00;5.55;8.64;4.28;11.93;6.25;7.39;6.45;7.34;10.33;18.59;9.77;4.96;7.26;5.09;4.37;5.59;10.46;20.44;;7.95;5.82;13.36;15.7;17.57;14.68;5.95;12.04;6.46;7.04;14.36;15.17;10.31;10.6;11.52;4.33;6.13;13.83;;5.88;3.75;5.79;5.22;19.18;8.66
NO2;uur;µg/m³;2024-07-26T08:00:00+01:00;2024-07-26T09:00:00+01:00;5.15;6.66;2.52;5.34;3.49;9.14;8.86;7.58;11.14;16.13;12.06;4.97;7.6;4.86;2.02;4.66;8.01;13.52;;7.36;3.68;12.08;9.17;12.9;11.9;6.55;12.52;5.23;6.35;15.78;18.14;10.38;11.86;13.09;5.81;6.17;11.72;;4.33;3.24;5.68;4.86;16.97;7.42
NO2;uur;µg/m³;2024-07-26T09:00:00+01:00;2024-07-26T10:00:00+01:00;4.18;8.03;2.13;5.87;2.27;7.84;6.13;7.61;10.42;14.86;8;2.64;6.21;5.59;2.27;3.48;5.34;13.72;;5.11;3.09;11.68;7.2;13.19;6.3;4.97;10.02;5.45;4.1;11.41;12.71;9.85;8.82;8.81;5.52;7.3;13.35;;3.84;3.93;4.47;3.4;;5.13
NO2;uur;µg/m³;2024-07-26T10:00:00+01:00;2024-07-26T11:00:00+01:00;5.6;9.28;2.12;5.6;1.79;6;3.49;7.03;11.54;15.47;4.47;2.24;5.46;5;2.48;2.28;3.21;14.07;;4.25;2.03;8.82;4.93;12.16;4.68;3.5;10.37;6.01;2.68;9.16;9.14;9.4;5.29;4.88;5.89;6.67;12.87;8.57;4.24;1.13;2.95;4.85;;4.09
NO2;uur;µg/m³;2024-07-26T11:00:00+01:00;2024-07-26T12:00:00+01:00;4.08;9.27;1.77;6.13;1.83;3.92;4.6;7.71;10.87;14.6;4.11;2.18;5.43;2.86;2.13;2.55;2.38;7.83;;3.65;1.68;7.47;6.45;10.76;5.72;2.25;9.5;6.6;2.17;6.64;6.89;10.05;3.68;2.53;6.59;3.9;10.48;6.88;3.88;0.8;2.67;1.66;6.59;3.46
NO2;uur;µg/m³;2024-07-26T12:00:00+01:00;2024-07-26T13:00:00+01:00;4.18;5.21;2.11;7.41;1.83;2.12;2.43;6.14;11.44;12.02;3.85;2.26;4.67;1.21;1.18;1.48;5.04;10.14;;3.13;1.26;11.66;7.16;7.3;7.98;2.43;7.1;;1.57;4.99;6.01;9.09;2.79;4.57;4.59;4.45;11.51;4.73;2.95;0.87;2.16;2.06;6.48;2.04
NO2;uur;µg/m³;2024-07-26T13:00:00+01:00;2024-07-26T14:00:00+01:00;3.91;5.12;2.05;6.13;2.16;1.74;1.34;7.4;11.91;12.96;2.94;1.97;4.06;1.85;1.16;1.57;4.29;7.58;;3.71;2.68;9.22;5.55;8.15;9.74;2.47;8.54;;1.73;5.9;6.67;8.69;2.7;3.97;4.12;2.8;11.31;3.87;1.5;0.53;1.76;1.84;;1.49
NO2;uur;µg/m³;2024-07-26T14:00:00+01:00;2024-07-26T15:00:00+01:00;3.11;5.29;1.85;8.31;2.18;2.26;1.85;8.15;14.1;8.52;2.69;1.67;3.71;2.5;0.82;1.41;4.26;10.54;;2.44;1.93;9.87;7.95;6.2;12.9;2.31;9.22;2.57;2.26;6.02;7.11;9.5;2.9;4.09;3.99;2.81;15.12;4.24;2.39;0.4;1.1;1.6;;0.95
NO2;uur;µg/m³;2024-07-26T15:00:00+01:00;2024-07-26T16:00:00+01:00;4.14;3.93;2.34;8.02;2.46;2.56;0.56;9.73;11.89;10;2.91;1.63;3.85;2.45;2.15;1.96;3.42;7.03;;2.68;1.54;9.38;6.48;4.86;8.64;2.46;9.17;2.21;1.93;6.84;7.71;10.06;3.4;3.61;3.78;6.04;14.91;4.38;1.39;0.69;1.11;2.3;5.6;0.67
NO2;uur;µg/m³;2024-07-26T16:00:00+01:00;2024-07-26T17:00:00+01:00;5.01;4.19;2.93;8.54;2.31;2.89;1.04;10.1;12.46;14.01;2.64;2.12;3.19;2.28;1.55;2.07;4.69;10.22;;2.35;2.28;10.29;8.55;4.78;10.06;1.75;9.62;2.25;1.7;8.93;9.3;9.4;3.92;3.01;3.18;2.35;18.08;5.1;1.25;0.4;1;1.54;;0.72
NO2;uur;µg/m³;2024-07-26T17:00:00+01:00;2024-07-26T18:00:00+01:00;7.03;3.82;2.97;11.11;4.6;2.86;1.23;12.46;12.21;5.44;3.01;2.71;2.98;2.6;1.51;3.91;5.12;12.29;;3.22;4.29;15.07;10.7;6.87;18.28;1.83;11.06;2.2;3.63;8.1;9.2;11.39;3.98;3.08;4.11;2.88;13.4;5.17;1.44;0.45;1.23;1.43;;1.05
NO2;uur;µg/m³;2024-07-26T18:00:00+01:00;2024-07-26T19:00:00+01:00;7.11;5.97;3.69;8.71;4.46;3.98;1.19;11.11;14.68;8.24;4.26;2.14;3.64;4.19;2.73;9.51;3.45;15.54;;5.09;5.31;13.28;13.58;10.29;12.2;2.15;12.6;2.44;3.51;8.93;10.03;19.24;4.89;3.61;3.71;3.53;14.32;6.18;1.71;0.45;1.45;1.44;;1.18
NO2;uur;µg/m³;2024-07-26T19:00:00+01:00;2024-07-26T20:00:00+01:00;5.92;6.68;5.42;10.11;4.65;4.49;1.68;8.67;14.41;7.37;4.65;3.99;4.26;3.61;4.05;16.03;5.05;9.81;;5.85;3.85;12.89;9.73;12.94;11.99;4.05;11.86;4.09;3.36;12.29;13.59;25.71;6.65;5.76;4.54;5.55;17.15;8.29;2.52;1.02;2.45;1.24;;1.96
NO2;uur;µg/m³;2024-07-26T20:00:00+01:00;2024-07-26T21:00:00+01:00;7.82;7.88;6.81;14.61;5.38;6.15;2.17;15.92;14.97;18.32;7.1;3.54;6.74;7.91;6.82;7.86;13.27;17.57;;8.26;4.61;16.65;14.86;31.72;18.56;5.17;14.42;6.01;3.43;13.82;11.96;20.01;8.15;6.08;3.37;6.74;19;11.56;3.09;1.43;3.48;1.79;9.33;1.83
NO2;uur;µg/m³;2024-07-26T21:00:00+01:00;2024-07-26T22:00:00+01:00;8.77;9.97;7.79;13.91;5.32;17.05;3.05;14.46;18.95;20.75;7.09;6.88;8.19;9.27;5.76;9.84;14.71;28.38;;14.39;5.48;23.27;28.75;39.83;30.5;5.69;25.08;9.22;3.91;15.86;15.97;26.54;11.12;6.69;4.14;8.42;19.23;12.2;3.82;3.27;3.63;2.59;;2.99
NO2;uur;µg/m³;2024-07-26T22:00:00+01:00;2024-07-26T23:00:00+01:00;6.78;11.15;7.31;24.11;6.22;14.2;4.29;11.4;24.66;34.8;13.64;11.52;9.96;11.47;4.73;18.98;24.89;46.39;;18.95;6.82;28.44;34.74;36.93;38.85;4.55;23.12;11.88;5.24;22.9;19.21;25.69;12.99;8.08;4.74;8.69;25.95;18.87;6.25;5.91;4.12;3.54;10.66;5.25
NO2;uur;µg/m³;2024-07-26T23:00:00+01:00;2024-07-27T00:00:00+01:00;6.96;16.48;6.79;18.25;12.69;15.38;4.69;12.67;14.37;41.85;26.46;11.26;10.72;10.55;4.92;10;49.35;47.23;;24.11;7.5;44.71;31.42;34.99;52.64;14.87;15.13;10.31;6.29;18.01;22.27;37.06;15.67;7.65;5.34;7.95;28.52;25.4;6.43;5.09;4.51;5.25;23.2;5.58
NO2;uur;µg/m³;2024-07-27T00:00:00+01:00;2024-07-27T01:00:00+01:00;8.75;39.55;7.76;11.22;9.58;11.85;6.25;15.51;26.94;39.3;25.08;11.79;8.7;9.87;7.79;12.41;53.32;44.03;;19.29;7.32;48.15;23.17;30.43;47.86;29.65;13.39;10.96;8.81;18.45;19.43;45.03;24.46;9.43;7.78;7.97;31.06;27.39;7.25;4.97;5.19;6.41;;5.66
NO2;uur;µg/m³;2024-07-27T01:00:00+01:00;2024-07-27T02:00:00+01:00;9.08;53.09;7.98;10.4;7.45;19.24;5.52;12.67;17.37;27.72;29.94;15.74;7.5;11.66;11.59;11.42;36.7;27.26;;15.18;8.21;42.29;19.14;24.32;43.27;17.1;10.2;9.95;8.05;20.87;22.4;31.95;19;13.64;6.11;5.73;28.62;23.89;5.79;6.4;4.69;5.22;;5.46
NO2;uur;µg/m³;2024-07-27T02:00:00+01:00;2024-07-27T03:00:00+01:00;9.72;65.34;7.37;9.6;8.54;66.12;4.99;14.05;16.72;21.31;28.32;13.97;7.53;11.4;11.19;17.24;25.99;18.68;;13.81;8.34;25.95;20.04;24.92;36.78;22.16;14.62;9.86;11.99;18.64;24.53;18.43;18.25;12.89;5.56;5.41;20.29;16.38;6.21;4.88;5.02;3.87;;5.75
NO2;uur;µg/m³;2024-07-27T03:00:00+01:00;2024-07-27T04:00:00+01:00;9.56;51.62;6.31;11.87;8.2;37.74;5.06;13.25;16.32;18.32;22.83;13.62;8.95;12.41;16.51;13.58;30.04;13.94;;11.7;8.39;29.11;20.18;25.26;36.08;8.97;16.91;7.56;12.44;15.12;21.65;24.76;16.03;15.42;5.9;4;19.99;15.2;6.87;7.01;5.25;3.8;;5.62
NO2;uur;µg/m³;2024-07-27T04:00:00+01:00;2024-07-27T05:00:00+01:00;9.25;36.26;6.23;12.4;7.28;21.01;4.73;13.81;15.54;17.17;20.49;12.11;8.36;10.01;18.18;12.46;39.29;16.93;;13.83;8.16;29.04;21.58;29.14;40;13.3;17.18;9.57;11.03;12.29;20.44;24.53;13.76;14.89;5.18;3.46;17.61;14.05;6.6;6.49;4.38;4.33;;5.24
NO2;uur;µg/m³;2024-07-27T05:00:00+01:00;2024-07-27T06:00:00+01:00;10.06;21.8;6.13;14.3;6.97;16.81;4.1;16.65;17.64;14.46;18.83;14.71;8.42;8.39;18.1;11.25;39.96;28.67;;11.76;8.95;30.56;19.03;35.23;41.17;18.15;15.63;9.44;10.64;12.4;14.91;33.94;12.31;13.22;5.32;2.53;21.69;13.13;6.88;6.89;3.07;6.19;12.96;4.39
NO2;uur;µg/m³;2024-07-27T06:00:00+01:00;2024-07-27T07:00:00+01:00;9.78;29.53;5.8;15.9;6.09;28.07;2.96;17.98;23.41;18.09;15.6;14.42;7.63;7.18;17.06;8.24;41.4;24.73;;11.67;10.32;30.41;20.78;30.79;38.32;17.03;15.66;6.39;9.26;13.59;21.02;22.3;9.92;10.37;5.9;3.34;30.36;24.48;7.43;5.53;3.01;3.68;17.93;4.32
NO2;uur;µg/m³;2024-07-27T07:00:00+01:00;2024-07-27T08:00:00+01:00;8.84;23.06;5.25;10.86;5.57;19.68;13.99;12.39;24.45;16.88;9.92;8.51;8.58;20.66;16.22;7.71;29.57;23.79;;9.89;13.25;23.2;22.75;17.58;31.47;11.62;13.03;8.18;7.46;12.22;19.41;20.53;7.34;15.66;4.41;5.85;19.34;13.14;6.53;4.72;3;2.95;10.18;3.5
NO2;uur;µg/m³;2024-07-27T08:00:00+01:00;2024-07-27T09:00:00+01:00;11.49;13.68;7.61;9.51;6.12;7.31;18.74;12.8;16.33;13.26;6.34;5.68;7.83;12.44;9.19;7.25;20.2;13.52;;5.34;12.85;19.54;19.02;16.53;29.04;7.49;14.97;4.76;5.44;8.93;12.57;14.15;5.58;12.95;3.91;3.61;18.21;9.57;3.84;3.27;1.95;1.83;8.63;3.99
NO2;uur;µg/m³;2024-07-27T09:00:00+01:00;2024-07-27T10:00:00+01:00;10.11;9.47;12.11;15.62;11.02;4.54;10.44;10.67;9.81;11.65;5.23;11.68;3.65;6.51;7.37;7.3;17.85;9.54;;4.92;11.82;18.32;15.8;15.21;29.15;5.9;13.15;3.48;5.2;8.62;11.19;16.42;5.92;7.08;2.76;3.55;14.25;7.09;3.04;3.2;1.49;1.78;7.73;3.24
NO2;uur;µg/m³;2024-07-27T10:00:00+01:00;2024-07-27T11:00:00+01:00;4.45;5.94;12.02;18.05;10.97;4.32;10.26;8.01;8.89;14.5;8.2;6.03;2.77;4.67;5.27;4.07;10.41;13.44;;7.58;13.47;16.2;14.44;13.09;31.32;8.2;11.71;2.62;5.35;8.45;9.6;13.81;5.65;5.09;2.96;3.07;7.24;4.57;1.94;3.23;1.69;1.14;10.99;2.55
NO2;uur;µg/m³;2024-07-27T11:00:00+01:00;2024-07-27T12:00:00+01:00;5.8;4.06;7.3;18.29;9.96;3.94;9.19;9.71;7.69;20.05;10.52;8.93;1.84;4.63;5.93;2.53;13.02;12.97;;11.89;14.44;13.21;10.89;9.26;21.76;5.15;10.99;3.15;4.37;9.49;8.27;15.79;4.95;4.39;2.96;4.29;8.56;4.16;2.36;5.07;1.21;1.19;7.59;1.58
NO2;uur;µg/m³;2024-07-27T12:00:00+01:00;2024-07-27T13:00:00+01:00;8.14;2.81;7.05;19.8;8.97;5;12.62;10.31;8.77;23.84;12.7;7.52;1.69;4.01;6.3;2.33;9.36;12.97;;7.92;9.34;13.83;8.88;14.56;12.55;4.17;15.79;3.22;3.54;11.34;10.8;13.47;5.82;3.97;2.95;3.73;10.21;4.75;1.93;1.27;1.04;1.14;12.23;1.57
NO2;uur;µg/m³;2024-07-27T13:00:00+01:00;2024-07-27T14:00:00+01:00;5.51;4.05;6.15;19.36;6.77;5.61;8.45;10.96;9.99;25.1;12.07;5.61;2.34;3.38;5.95;1.96;7.32;10.26;;7.49;7.51;14.01;10.82;9;11.41;3.46;13.13;3.36;5.47;10.08;8.27;10.14;4.43;6.07;3.09;3.48;10.89;4.33;2.15;2.4;1.04;1.25;13.81;1.55
NO2;uur;µg/m³;2024-07-27T14:00:00+01:00;2024-07-27T15:00:00+01:00;5.74;3.39;6.07;18.5;5.05;7.03;3.38;10.74;12.24;22.64;11.21;2.88;3.45;2.96;4.15;3.51;7.77;14.44;;5.24;5.09;11.9;11.11;7.18;12.59;2.21;9.45;3.39;4.25;8.57;7.79;14.07;4.03;6.79;2.98;2.52;15.25;4.7;2.67;0.84;0.96;1.27;10.55;1.39
NO2;uur;µg/m³;2024-07-27T15:00:00+01:00;2024-07-27T16:00:00+01:00;5.65;5.32;5.14;16.21;6.19;4.41;2.16;11.84;13.39;15.15;7.72;2.27;4.12;2.73;5.32;3.55;5.8;15.4;;3.62;5.57;13.53;8.94;9.91;10.58;1.45;7.72;2.99;5.53;10.63;9.92;16.13;5.98;4.57;5.27;2.88;17;7.11;2.49;1.58;1.15;1.29;13.08;1.44
NO2;uur;µg/m³;2024-07-27T16:00:00+01:00;2024-07-27T17:00:00+01:00;5.63;5.43;3.85;12.1;5.17;6.28;5.68;12.65;10.84;14.07;4.7;4.1;2.13;3.69;4.97;3.58;7.09;17.44;;3.46;4.6;14.2;11.6;8.67;13.08;2.56;11.62;3.13;5.44;10.9;8.01;14.68;5.37;4.62;6.6;2.77;16.51;6.41;2.67;1.08;1.25;1.19;11.37;1.74
NO2;uur;µg/m³;2024-07-27T17:00:00+01:00;2024-07-27T18:00:00+01:00;5.94;7.18;4.54;13.17;5.98;6.8;4.25;8.37;10.42;7.49;3.08;3.12;2.1;7.21;5.39;4.95;7.55;25.32;;3.94;5.12;17.57;12.85;10.67;13.71;5.29;11.16;3.07;5.13;10.06;8.04;12.79;6.47;7.43;2.66;2.4;17.32;6.63;2.64;2.57;1.4;1.26;8.56;1.92
NO2;uur;µg/m³;2024-07-27T18:00:00+01:00;2024-07-27T19:00:00+01:00;7.27;6.23;5.06;10.7;5.95;4.84;4.91;8.9;14.95;6.6;2.91;3.67;2.95;7.9;5.32;15.91;14.81;17;;4.32;5.67;19.09;13.62;26.9;14.83;5.1;9.35;;4.66;9.15;9.44;16.55;6.88;7.59;3.2;4.66;15.1;7.89;4.08;3.72;2.29;2.4;11.02;2.48
NO2;uur;µg/m³;2024-07-27T19:00:00+01:00;2024-07-27T20:00:00+01:00;7.2;6.73;6.24;10.56;6.2;4.81;4.35;10.83;16.89;6.17;3.67;5.06;3.13;5.57;6.95;14.71;12.91;13.95;;8.57;4.79;18.9;14.39;20.46;13.92;4.51;11.43;4.45;8.48;10.83;8.91;19.64;6.79;8.46;4.93;10.88;15.17;7.64;4.27;5.9;3.17;3.02;;2.71
NO2;uur;µg/m³;2024-07-27T20:00:00+01:00;2024-07-27T21:00:00+01:00;8.18;10.6;5.51;8.85;6.31;5.17;5.26;14.78;19.6;11.85;6.49;7.12;5.14;7.74;12.47;23.47;7.03;13.24;;18.1;10.54;13.11;12.05;24.53;9.29;6.34;18.64;7.97;7.57;13.64;9.86;18.04;8.95;9.45;5.01;13.43;15.86;10.12;3.86;2.18;2.97;4.19;11.03;4.67
NO2;uur;µg/m³;2024-07-27T21:00:00+01:00;2024-07-27T22:00:00+01:00;9.18;15.55;6.67;14.79;6.31;7.13;5.53;11.74;13.53;13.6;7.29;9.75;6.15;4.99;17.12;13.85;13.63;17.84;;17.98;9.49;23.47;15.65;29.33;13.79;9.26;21.43;7.4;6;13.57;10.88;20.86;9.62;8.87;7.18;17.96;21;14.07;3.17;4.57;3.33;4.82;11.11;3.69
NO2;uur;µg/m³;2024-07-27T22:00:00+01:00;2024-07-27T23:00:00+01:00;9.76;12.68;7.18;13.82;7.37;8.35;10.29;10.36;12.63;17.25;9.51;11.75;6.01;8.87;11.34;11.77;15.92;21.16;;21.36;7.65;21.96;20.54;27.5;17.07;13.54;19.58;5.58;7.87;13.2;13.18;19.62;10.51;7.83;6.4;14.6;24.44;19.87;3.27;4.76;4.4;8.24;14.82;4.97
NO2;uur;µg/m³;2024-07-27T23:00:00+01:00;2024-07-28T00:00:00+01:00;8.39;8.21;7.31;10.44;7.03;8.13;10.71;10.78;10.6;15.77;10.32;11.35;6.87;10.92;7.44;14.09;8.74;20.18;;20.8;8.52;23.38;21.82;19.71;13.23;12.4;19.2;5.14;9.11;12.9;12.81;20.74;11;6.72;7.26;14.95;15.96;13.04;5.1;4.18;4.01;4.68;;4.83
NO2;uur;µg/m³;2024-07-28T00:00:00+01:00;2024-07-28T01:00:00+01:00;9.92;13.79;8.35;10.32;9.09;10.28;8.15;;11.06;19.72;13.37;10.48;9.61;14.76;8.92;9.71;11.77;16.5;;23.02;10.37;19.94;15.58;18.5;14.75;10.94;18.08;9.86;8.72;16.72;13.36;18.48;13.89;9.72;6.79;11.75;17.03;13.57;6.84;4.87;2.98;1.69;9.63;5.83
NO2;uur;µg/m³;2024-07-28T01:00:00+01:00;2024-07-28T02:00:00+01:00;9.19;14.06;8.03;8.83;7.72;9.52;7.07;9.78;9.98;15.13;11.78;8.93;11.11;10.65;8.05;6.3;11.55;15.24;;20.69;5.05;19.33;15.21;11.38;13.06;9.85;10.67;7.44;7.86;10.53;11;16.87;9.72;12.64;4.3;11.54;15.45;13.28;6.14;6.5;4.26;1.74;;4.34
NO2;uur;µg/m³;2024-07-28T02:00:00+01:00;2024-07-28T03:00:00+01:00;9.07;11.42;10.02;12.1;9.95;9.63;7.78;9.58;10.11;14.07;11.57;7.95;10.21;10.13;12.54;7.6;4.04;17.01;;18.17;3.15;10.86;10.14;12.83;6.7;7.5;6.64;5.46;8.49;8.89;9.65;14;9.05;11.03;3.2;11.02;15.02;13.18;7.53;6.4;3.48;1.56;;2.68
NO2;uur;µg/m³;2024-07-28T03:00:00+01:00;2024-07-28T04:00:00+01:00;8;12.24;11.82;11.57;11.78;9.53;9.27;9.49;12.65;15.81;13.29;8.58;9.96;9.84;11.43;8.08;6.67;14.7;;14.53;2.13;7.25;10.21;12.03;10.31;4.47;4.19;8.16;7.13;10.52;9.71;13.96;9.19;9.32;3.8;12.21;13.95;12.4;5.72;5.95;5.97;1.64;5.25;1.95
NO2;uur;µg/m³;2024-07-28T04:00:00+01:00;2024-07-28T05:00:00+01:00;9.78;15.55;12.33;11.21;11.53;8.71;8.13;10.86;12.47;18.62;16.61;11.2;9.66;8.72;6.87;8.42;12.21;11.67;;18.97;2.97;8.85;13.36;19.44;9.71;2.66;5.64;6.53;5.59;8.52;10.99;16.07;8.07;10.83;5.74;10.7;14.03;11.39;5.06;2.64;5.95;2.24;;2.31
NO2;uur;µg/m³;2024-07-28T05:00:00+01:00;2024-07-28T06:00:00+01:00;10.28;13.56;10.12;11.54;11.44;8.14;7.81;10.75;10.96;13.3;13.03;15.36;8.84;9.36;6.81;10.35;13.86;17.09;;26.29;2.74;7.13;17.56;16.54;7.04;2.54;4.77;3.66;4.51;9.74;9.25;12.7;7.61;9.05;5.81;9.43;12.57;10.54;5;1.87;4.46;2.15;6.13;2.54
