Export;EXP-2024-001 (2024-08-26T10:53:41+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-06-14T23:00:00+01:00;2024-06-15T00:00:00+01:00;5.12;12.3;3.56;4.21;3.74;4.77;15.22;8.56;16.34;19.93;11.38;7;6.97;3.86;11.19;5.01;23.15;17.18;6.7;4.51;7.56;23.55;18.08;33.5;31.73;9.4;11.88;5.99;3.52;11.02;19.2;7.71;8.91;7.67;9.12;3.77;17.37;6.93;;4.9;5.55;8.81;3.97;14.96;8.36
NO2;uur;µg/m³;2024-06-15T00:00:00+01:00;2024-06-15T01:00:00+01:00;;6.55;3.26;4.87;4.19;5.7;22.64;11.67;12.78;15.6;9.89;9.15;8.14;7.51;8.87;5.95;37.46;14.36;9.86;7.32;;28.76;24.69;31.31;38.2;5.81;15.27;4.31;6.15;7.92;11.55;10.96;5.59;13.06;7.84;3.94;16.83;6.26;;3.8;2.95;9.13;6.36;13.97;6.57
NO2;uur;µg/m³;2024-06-15T01:00:00+01:00;2024-06-15T02:00:00+01:00;4.29;6.37;2.38;3.19;3.38;8.17;21.15;6.94;7.55;8.89;9.01;13.9;5.84;7.39;9.06;4.56;41.39;15.74;20.87;11.23;8.25;30.49;24.32;28.9;33.31;14.55;13.37;3.36;6.88;7.63;13.66;21.62;6.88;7.96;6.7;2.73;11.23;6.64;;1.77;2.96;5.86;6.22;14.48;5.37
NO2;uur;µg/m³;2024-06-15T02:00:00+01:00;2024-06-15T03:00:00+01:00;3.4;6.09;1.75;2.2;2.49;9.89;9.88;5;5.06;9.57;8.73;12.88;4.14;10.17;8.2;3.76;27.08;24.49;10.87;16.36;10.38;27.02;13.6;14.14;30.14;13.06;10.12;3.92;7.19;9.29;15.6;14.88;8.07;10.93;6.89;3.55;9.42;7.26;;3.75;2.7;4.11;6.13;9.31;5.43
NO2;uur;µg/m³;2024-06-15T03:00:00+01:00;2024-06-15T04:00:00+01:00;3.07;5.52;1.85;2.37;2.74;6.84;7.72;5.4;4.62;9.73;8.3;6.83;3.95;7.18;5.82;3.85;16.37;21.83;6.89;16.9;17.34;17.44;10.16;14.32;22.11;13.39;12.36;4.51;10.06;13.17;14.98;14.99;11.55;10.04;4.17;5.17;7.19;5.72;;3.34;3.08;3.99;5.38;7.43;4.5
NO2;uur;µg/m³;2024-06-15T04:00:00+01:00;2024-06-15T05:00:00+01:00;3.39;4.28;3.33;1.92;2.43;7.51;7.93;4.28;4.75;7.88;7.33;5.87;3.68;5.17;4.96;1.97;16.53;9.24;7.95;9.48;14;19.02;10.91;14.4;24.96;11.3;14.92;6.5;8.82;12.93;15.43;16.58;11.11;10.3;4.29;5.33;5.46;4.08;;2.88;3.15;2.81;4.91;5.36;3.29
NO2;uur;µg/m³;2024-06-15T05:00:00+01:00;2024-06-15T06:00:00+01:00;3.32;3.52;3.46;2.35;2.79;6.22;4.24;4.17;4.65;6.96;6.58;4.14;2.86;3.38;2.64;1.26;7.8;12.53;5.24;9.52;5.34;8.46;6.89;11.53;10.11;12.21;8.66;6.85;6.45;11.3;11.71;11.85;9.21;8.71;4.71;4.32;5.17;3.66;;4.85;6.44;3.66;3.67;7.41;3.04
NO2;uur;µg/m³;2024-06-15T06:00:00+01:00;2024-06-15T07:00:00+01:00;3.03;2.72;3.06;3.27;2.57;5.37;10.61;3.36;3.79;6.34;4.75;3.72;2.79;2.51;2.72;1.48;7.51;7.18;2.54;4.2;1.64;10.36;8.98;20.84;17.15;6.22;5.88;6.14;4.7;8.28;9.71;8.71;6.53;4.84;3.78;4.95;5.35;3.16;;4.78;5.22;3.42;3.46;7.05;3.1
NO2;uur;µg/m³;2024-06-15T07:00:00+01:00;2024-06-15T08:00:00+01:00;2.05;1.97;2.31;4.53;3.39;4.34;7.78;3.87;4.26;8.05;5.78;5.97;3.01;1.88;2.9;1.5;10.69;14.01;3.43;4.94;4.6;8.18;7.25;14.71;16.46;2.51;6.76;4.1;5.01;6.67;8.03;9.48;3.61;4.3;3.49;3.06;6.45;3.24;;4.6;2.77;2.7;4.12;9.16;4.12
NO2;uur;µg/m³;2024-06-15T08:00:00+01:00;2024-06-15T09:00:00+01:00;1.69;2.54;1.61;4.27;3.08;3.82;4.86;4.48;5.68;7.64;5.57;3.24;2.7;1.86;2.62;1.69;10.59;8.24;2.47;4.72;5.14;10.07;6.5;10.65;13.85;3.11;8.55;2.9;4.08;7.32;8.64;8.27;4.13;3.79;4.71;3.83;5.72;2.88;;1.94;3.5;2.31;2.21;6.88;3.07
NO2;uur;µg/m³;2024-06-15T09:00:00+01:00;2024-06-15T10:00:00+01:00;2.15;2.31;1.62;4.57;2.62;3.55;3.75;4.7;6.28;7.4;5.24;2.3;2.6;1.88;2.26;1.75;5.54;7.78;2.75;3.32;2.02;9.04;8.19;13.93;16.03;3.36;5.53;2.91;4.14;8;8.36;8.66;4.28;3.63;3.55;3.52;6.74;2.84;;2;4.59;1.82;1.69;7.58;2.26
NO2;uur;µg/m³;2024-06-15T10:00:00+01:00;2024-06-15T11:00:00+01:00;2.59;2.56;1.78;4.91;2.42;2.69;4.17;4.69;6.79;6.98;4.4;2.37;2.56;1.63;2.36;1.39;4.41;7.69;2.71;3.87;0.95;7.6;5.85;14.46;10.63;2.7;4.34;2.79;3.98;7.99;9.42;8.97;4.17;3.58;2.92;2.77;7.83;3.1;;1.67;4.39;1.63;1.98;9.78;2.47
NO2;uur;µg/m³;2024-06-15T11:00:00+01:00;2024-06-15T12:00:00+01:00;2.57;2.38;1.74;4.72;2.38;2.63;2.93;5.49;7.79;9.26;5.32;3.2;2.27;1.49;1.86;1.73;4.67;9.55;2.25;3.98;1.08;8.93;4.62;9.93;13.96;2.44;5.87;2.51;3.73;7.49;9.03;7.99;3.59;3.37;2.96;2.51;6.2;3.22;;1.28;1.83;2.26;3.03;13.36;3.36
NO2;uur;µg/m³;2024-06-15T12:00:00+01:00;2024-06-15T13:00:00+01:00;2.44;2.16;2.32;4.64;2.21;2.42;1.36;5.45;7.2;7.01;4.57;2.53;2.05;1.42;2.27;1.78;3.92;8.16;3.3;3.7;0.89;9.52;4.68;9.15;14.8;1.66;4.69;2.03;2.63;9.23;7.74;7.09;2.9;2.72;2.61;2.36;6.83;2.38;;1.51;1.92;1.59;1.52;8.42;1.82
NO2;uur;µg/m³;2024-06-15T13:00:00+01:00;2024-06-15T14:00:00+01:00;2.27;2.04;2.11;4.98;2.16;3.21;1.75;5.7;9.3;11.44;4.53;2.37;2.36;1.53;2.24;2.73;5.89;10.94;3.31;4.23;2.34;8.99;4.09;13.91;17.8;1.83;5.86;1.79;2.7;10.32;8.04;8.17;3.14;3.12;3.79;2.24;6.61;2.69;;1.13;1.49;1.22;1.54;8.67;0.87
NO2;uur;µg/m³;2024-06-15T14:00:00+01:00;2024-06-15T15:00:00+01:00;2.84;2.01;2.08;5.19;2.11;3.66;2.83;6.18;8.43;9.2;3.59;3.64;1.97;2.19;2.23;3.24;6.08;8.19;2.44;4.54;2.84;7.53;4.9;12.21;16.79;14.93;4.92;2.5;3.03;11.74;11.65;9.57;4.77;3.64;3.17;1.93;7.43;3.01;;1.04;2.33;1.26;1.14;6.75;1.02
NO2;uur;µg/m³;2024-06-15T15:00:00+01:00;2024-06-15T16:00:00+01:00;2.65;1.95;2.1;6.51;2.55;4.01;2.94;5.24;6.36;7.83;3.43;3.57;1.88;1.96;2.01;2.47;5.62;5.57;2.47;3.88;3.29;6.78;5.99;8.13;13.58;4.27;6.35;2.81;2.25;11.22;10.3;11.1;4.24;3.5;3.64;2.22;5.74;2.25;;1.87;3.13;1.18;1.66;9.36;0.91
NO2;uur;µg/m³;2024-06-15T16:00:00+01:00;2024-06-15T17:00:00+01:00;2.47;2.3;2.01;6.8;2.99;4.03;1.9;5.07;6.4;7.07;3.33;2.68;2.02;1.73;3.03;2.12;6.39;11.65;2.71;5.34;3.7;7.87;5.77;11.35;11.39;5.83;6.96;2.15;3.91;11.07;10.26;9.93;3.6;2.67;2.31;2.29;6.74;2.21;;1.44;3;1.72;2.5;14.13;2.5
NO2;uur;µg/m³;2024-06-15T17:00:00+01:00;2024-06-15T18:00:00+01:00;3.05;2.21;1.94;5.91;2.69;5.39;3.39;5.31;7.59;6.28;3.62;2.77;2.53;2.4;2.75;2.15;6.31;12.73;2.68;4.65;2.98;7.23;5.17;14.72;12.12;8.01;7.13;2.28;3.14;10.56;11.58;9.05;4.98;3.92;1.77;2.08;5.32;2.82;;1.48;3.13;1.4;2.7;12.96;2.26
NO2;uur;µg/m³;2024-06-15T18:00:00+01:00;2024-06-15T19:00:00+01:00;2.56;2.37;2.74;5.31;2.44;4.23;5.03;5.3;6.97;7.44;5.19;3.98;3.32;3.08;2.14;2.57;6.38;7.99;3.06;6.78;2.88;7.51;4.84;9.45;9.51;4.21;4.72;2.77;2.76;9.17;9.8;8.59;4.75;4.41;2;2.51;5.66;3.14;;1.62;3.34;1.57;2.44;10.59;1.91
NO2;uur;µg/m³;2024-06-15T19:00:00+01:00;2024-06-15T20:00:00+01:00;2.54;2.78;2.43;3.96;3.38;8.52;9.77;6.46;8.23;10.59;6.17;6.24;3.43;5.22;2.9;3.33;6.83;10.13;5.08;3.38;3.94;8.52;7.08;11.81;10.97;6.48;5.78;3.65;3.25;9.93;10.09;9.82;5.5;4.04;2.32;2.94;8.25;4.13;;1.68;2.73;1.66;2.73;11.91;2.06
NO2;uur;µg/m³;2024-06-15T20:00:00+01:00;2024-06-15T21:00:00+01:00;2.57;2.95;2.22;3.92;3.39;8.09;8.75;6.23;8.31;8.46;5.55;8.15;3.82;3.83;3.85;2.94;8.34;9.04;4.59;7.76;4.67;9.79;9.81;12.89;11.42;6.44;7.37;3.62;4.48;11;13.82;12.88;6.28;5.01;5.28;3.99;7.24;4.45;;2.27;2.6;1.81;2.84;7.5;1.97
NO2;uur;µg/m³;2024-06-15T21:00:00+01:00;2024-06-15T22:00:00+01:00;2.93;3.33;1.98;3.18;3.05;9.86;8.16;5.48;7.81;6.35;4.77;7.91;3.84;4.39;4.34;2.89;9.99;8.34;4.46;6.75;5.2;10.88;10.14;15.5;10.74;10.47;9.16;3.57;8.21;12.84;12.52;15.77;7.18;5.5;3.63;4.02;7.97;4.73;;2.26;4.05;2.16;3.13;7.04;2.19
NO2;uur;µg/m³;2024-06-15T22:00:00+01:00;2024-06-15T23:00:00+01:00;3.31;3.49;2.55;3.17;3.56;9.19;8.77;6.06;11.37;5.76;3.99;6.03;3.7;2.97;3.94;2.55;10.06;8.9;4.29;5.79;5.22;10.73;9.3;12.51;12.61;10.14;10.03;3.87;6.71;12.08;11.8;15.3;6.46;4.89;2.84;4.01;7;3.65;;3.9;4.4;2.34;2.92;9.04;2.39
NO2;uur;µg/m³;2024-06-15T23:00:00+01:00;2024-06-16T00:00:00+01:00;3.61;3.61;2.11;3.02;2.18;6.74;10.41;5.17;7.28;7.16;4.56;7.11;3.35;2.82;2.89;2.46;10.7;7.1;3.5;5.51;4.86;10.3;7.45;10.92;13.01;9.79;7.54;3.97;5.11;10.53;8.94;13.42;5.47;5.5;2.48;3.53;6.66;3.84;;2.79;4.65;3.2;2.72;8.53;2.46
NO2;uur;µg/m³;2024-06-16T00:00:00+01:00;2024-06-16T01:00:00+01:00;2.58;4.19;3.83;3.39;2.09;7.37;13.18;9.49;4.72;6.98;5.89;7.82;3.92;6.13;3.57;3.24;9.87;7.96;;7.53;4.75;8.91;6.43;12.71;10.71;6.22;6.97;3.52;4.87;7.77;7.48;15.58;5.45;5.44;3.92;3.03;5.86;3.91;;2.95;4.19;2.87;2.89;6.01;3.38
NO2;uur;µg/m³;2024-06-16T01:00:00+01:00;2024-06-16T02:00:00+01:00;2.92;3.32;4.72;3.01;3.2;5.59;11.8;3.34;3.87;6.7;5.41;6.32;3.73;4.98;3.78;3.11;8.02;7.71;5.1;7.25;4.88;7.01;5.78;8.87;7.39;8.84;8.45;3.19;5.43;8.13;8.1;11.17;5.43;5.67;3.29;2.66;5.76;4.44;;2.54;3.86;2.61;3.17;6.42;3.54
NO2;uur;µg/m³;2024-06-16T02:00:00+01:00;2024-06-16T03:00:00+01:00;3.41;3.5;2.12;2.16;3.06;6.74;12.17;3.05;3.1;5.14;4.52;7.2;3.44;4.27;4.75;2.61;7.8;7.84;6.7;7.35;4.03;5.71;5.89;10.38;6.9;9.24;6.42;3.4;4.73;7;6.47;10.3;5.23;6.5;2.93;2.79;4.39;3.24;;2.04;4.24;2.74;2.74;6.41;2.94
NO2;uur;µg/m³;2024-06-16T03:00:00+01:00;2024-06-16T04:00:00+01:00;4.32;2.21;2.45;1.76;2.55;7.97;12.02;4.69;2.66;4.06;4.26;8.26;3.53;4.35;4.17;2.86;8.55;7.03;5.46;6.78;4.22;6.88;6.39;10.41;6.69;11.6;4.92;3.27;5.16;6.17;6.12;9.45;4.79;6.08;4;2.66;3.92;2.91;;2.3;4.24;2.35;2.6;3.89;2.81
NO2;uur;µg/m³;2024-06-16T04:00:00+01:00;2024-06-16T05:00:00+01:00;4.2;3.27;2.06;1.94;2.72;7.67;11.48;3.62;2.82;5.04;3.84;6.61;3.05;5.24;5.24;2.58;8.61;7.48;5.5;6.88;4.31;7.13;10.97;14.99;7.47;8.16;5.57;3.37;5.47;5.65;5.69;9.48;4.24;5.9;3.13;2.81;4.93;3.82;;2.64;4.15;4.33;2.19;4.89;3.24
NO2;uur;µg/m³;2024-06-16T05:00:00+01:00;2024-06-16T06:00:00+01:00;3.51;3.27;2.64;3;2.16;4.65;8.64;3.5;2.82;5.33;3.4;7.2;3.24;4.08;4.29;2.65;8.76;6.45;5.41;3.73;6.11;8.9;9.59;11.47;10.67;6.16;6.84;3.03;6.67;7.08;6.94;8.02;4.01;4.95;2.08;2.47;4.7;3.5;;2.15;4.32;3.92;2.35;3.28;3.28
NO2;uur;µg/m³;2024-06-16T06:00:00+01:00;2024-06-16T07:00:00+01:00;2.92;3.08;1.36;2.57;1.95;4.02;7.26;3.91;2.95;4.82;4;6.06;3.25;4.99;3.97;3.32;8.29;5.31;5.18;3.39;5.73;6.83;7.85;10.62;9.13;9.27;5.8;2.42;4.77;5.58;6.42;6.45;3.8;3.91;2.54;2.77;3.81;3.57;;1.65;3.68;3.12;2.23;4.2;2.36
NO2;uur;µg/m³;2024-06-16T07:00:00+01:00;2024-06-16T08:00:00+01:00;1.67;2.17;1.23;2.75;1.52;4.16;6.97;2.53;2.23;5.24;3.98;4.96;2.91;3.14;2.55;2.32;7.53;5.89;5.45;3.41;4.92;6.68;7.07;7.64;9.2;6.69;5.11;2.1;4.85;5.58;7.07;5.83;2.73;4.23;2.39;2.06;3.4;3.16;;0.96;3.17;2.5;1.87;2.78;1.76
NO2;uur;µg/m³;2024-06-16T08:00:00+01:00;2024-06-16T09:00:00+01:00;1.56;1.59;1.3;2.6;1.46;3.37;9.1;2.59;2.23;5.4;3.5;4.08;2.62;2.43;2.11;2.19;7.64;4.7;3.88;3.3;4.34;6.81;6.24;8.3;9.29;4.9;4.46;2.02;4;6.64;6.66;8.29;3.02;3.62;2.49;1.65;2.99;2.15;;0.7;2.5;1.73;1.22;3.77;1.45
NO2;uur;µg/m³;2024-06-16T09:00:00+01:00;2024-06-16T10:00:00+01:00;1.7;1.4;1.13;2.28;1.49;2.95;7.49;2.95;3.51;6.75;3.11;2.99;2.48;1.79;1.98;2.3;5.63;5.19;2.42;3.19;4.05;6.32;7.58;7.44;7.35;4.48;5.78;1.81;3.39;5.44;7.16;7.78;2.38;3.1;1.88;1.07;3.63;2.39;;0.65;2.15;1.29;1.01;2.85;1.34
NO2;uur;µg/m³;2024-06-16T10:00:00+01:00;2024-06-16T11:00:00+01:00;1.64;1.38;1.33;3.43;1.69;3.91;5.84;4.12;5.99;7.56;4.32;1.74;2.74;1.8;2;2.46;6.22;5.89;3.14;5.28;3.27;7.34;5.04;6.34;10.28;4.53;6.48;1.62;2.57;5.71;7.57;8.6;2.33;3.73;2.47;1.27;4.01;2.86;;0.54;2.3;1.04;0.81;3.61;1.33
NO2;uur;µg/m³;2024-06-16T11:00:00+01:00;2024-06-16T12:00:00+01:00;3.36;1.61;1.67;3.78;2.2;3.91;4.72;4.35;6.34;7.4;3.65;2.1;2.88;1.75;1.64;1.64;5.57;7.01;2.93;4.23;2.68;8.27;3.08;6.98;15.35;4.2;5.77;1.85;1.78;7.67;9.26;8.49;2.96;4.12;1.68;1.07;5.31;2.61;;0.44;1.69;1.07;0.93;6.11;1.28
NO2;uur;µg/m³;2024-06-16T12:00:00+01:00;2024-06-16T13:00:00+01:00;1.93;1.62;1.68;5.75;1.94;3.87;4.99;4.96;7.5;8.54;3.3;3.27;2.94;2.58;2.49;1.94;4.72;7.41;2.06;4.58;2.67;7.77;3.39;8.02;12.82;3;4.45;2.01;2.15;8.36;9.62;7.37;2.93;4.33;1.44;0.83;4.67;3.04;;0.72;1.58;1.3;0.99;6.29;1.23
NO2;uur;µg/m³;2024-06-16T13:00:00+01:00;2024-06-16T14:00:00+01:00;2.29;1.03;1.53;4.41;1.75;1.81;4.1;3.59;8.57;8.15;2.71;3.5;2.34;2.27;1.62;2.35;4.56;6.51;3.02;6.29;2.54;8.47;3.5;6.8;18.32;3.98;4.94;2.21;1.53;13.43;15.71;8.79;4.89;4.25;1.78;1.5;5.26;2.51;;1.01;2.02;1.21;1.04;7.52;1.2
NO2;uur;µg/m³;2024-06-16T14:00:00+01:00;2024-06-16T15:00:00+01:00;2.09;1.33;1.14;2.9;1.4;2.18;3.74;4.72;5.14;5.83;2.42;2.37;2.57;1.94;1.12;1.49;4.06;6.34;2.07;4.59;2.63;7.9;2.6;7.92;13.24;3.46;5.18;2.07;2.32;11.99;16.31;7.08;5.29;4.1;1.36;1.1;4.26;1.99;;0.95;2.52;1.16;1;9.33;1.74
NO2;uur;µg/m³;2024-06-16T15:00:00+01:00;2024-06-16T16:00:00+01:00;1.58;1.79;1.1;3.53;1.46;1.82;3.91;3.18;4.18;5.45;3.24;1.61;2.36;5.57;1.55;1.53;4.15;4.62;1.02;3.14;2.45;7.26;3.17;5.35;10.83;1.53;3.56;2.03;2.19;9.91;14.47;9.12;4.99;3.39;1.18;0.76;4.04;2.23;;1.09;2.39;0.74;1.28;5.5;1.47
NO2;uur;µg/m³;2024-06-16T16:00:00+01:00;2024-06-16T17:00:00+01:00;1.9;2.07;2.44;5.42;2.18;3.02;4.22;4.91;4.09;6.96;3.41;1.42;2.39;2.54;3.61;1.26;5.28;3.96;1.49;2.31;2.35;9.87;4.96;6.13;11.82;2.66;6.78;1.78;2.04;5.96;8.03;7.37;1.83;2.84;1.37;1.32;4.34;2.53;;0.89;2.14;1.17;1.54;7.19;1.17
NO2;uur;µg/m³;2024-06-16T17:00:00+01:00;2024-06-16T18:00:00+01:00;2.05;1.23;2.98;5.23;2.98;2.88;2.09;6.47;9.46;8.49;3.97;2.82;3.35;2.95;1.73;1.67;3.17;6.97;2.18;2.37;3.27;10.2;5.64;4.81;13.62;34.3;5.88;2.12;1.7;5.7;7.84;6.84;1.74;3.24;1.97;1.66;5.24;2.61;;0.86;2.34;1.01;1.38;8.6;1.99
NO2;uur;µg/m³;2024-06-16T18:00:00+01:00;2024-06-16T19:00:00+01:00;3.14;1.58;2.27;5.08;2.96;4.81;4.75;6.19;7.1;11.22;4.94;6.18;2.88;2.97;1.72;1.8;5.33;5.65;2.1;3.8;3.82;11.84;7.32;5.72;11.45;6.57;4.41;2.77;2.45;8.45;8.88;10.69;3.29;3.65;1.94;1.68;5.54;3.28;;1.08;2.21;1.18;1.3;8.27;2.12
NO2;uur;µg/m³;2024-06-16T19:00:00+01:00;2024-06-16T20:00:00+01:00;4.4;2.36;3.86;9.52;3.53;3.76;6.62;10.6;15.81;11.54;7.99;7;5.95;4.69;3.66;2.14;4.9;5.64;2.62;4.32;4.27;14.35;9.96;6.43;18.73;21.01;7.7;2.23;2.88;9.93;10.77;13.17;3.96;3.52;2.1;2.72;9.13;4.75;;1.36;2.85;1.72;1.89;9.61;3.32
NO2;uur;µg/m³;2024-06-16T20:00:00+01:00;2024-06-16T21:00:00+01:00;3.74;4.41;3.05;11.65;4.48;5.68;14.57;22.89;31.35;20.23;13.2;9.82;9.87;8.92;3.04;2.79;7.86;9.63;4.22;7.33;6.32;21.31;20.22;9;26.17;21.64;10.11;2.76;4.23;15.38;17.72;19.91;4.77;3.83;2.73;3.52;12.59;8.38;;1.73;8.66;1.96;2.28;10.73;3.39
NO2;uur;µg/m³;2024-06-16T21:00:00+01:00;2024-06-16T22:00:00+01:00;2.59;7.63;4.93;12.12;5.78;14.22;18.75;23.56;30.79;38.83;19.21;11.59;10.18;10.61;6.16;3.87;14.72;15.95;5.65;13.94;5.18;27.48;26.48;24.36;37.26;10.04;13.48;4.53;5.81;22.72;35.67;27.9;7.15;5.81;4.38;4.06;14.02;11.19;;3.47;9.51;3.05;2.12;12.27;3.63
NO2;uur;µg/m³;2024-06-16T22:00:00+01:00;2024-06-16T23:00:00+01:00;3.04;4.99;4.94;14.01;6.34;18.01;16.03;12.77;17.45;40.54;26.88;10.97;7.67;10.81;6.57;6.97;23.14;20.91;6.22;10.37;4.21;25.89;22.79;47.05;30.13;11.2;16.4;4.83;7.26;20.91;31.4;28.8;6.55;6.13;5.08;5.08;12.62;10.33;;5;5.16;3.82;2.09;8.91;5.42
NO2;uur;µg/m³;2024-06-16T23:00:00+01:00;2024-06-17T00:00:00+01:00;3.17;6.78;3.27;6.24;4.73;27.97;15.21;9.27;13.86;44.01;30.18;12.68;5.48;12.61;3.97;7.4;14.02;23.57;5.48;9.12;6.49;22.39;26.43;42.44;24.24;32.83;11.86;5.93;7.2;14;19.21;21.73;5.58;5.47;4.72;5.16;10.24;9.8;;5.51;2.76;4.06;2.6;7.6;3.94
NO2;uur;µg/m³;2024-06-17T00:00:00+01:00;2024-06-17T01:00:00+01:00;4.18;6.3;2.23;3.9;4.17;37.15;9.01;8.8;12.65;31.7;15.63;20.7;7.1;10.32;6.12;15.08;18.71;11.2;;10.85;9.86;22.2;10.14;14.16;23.22;12.72;;7.22;6.03;11.52;16.14;25.41;9.61;9.12;6.51;7;11.61;8.91;;5.63;4.44;4.82;3.32;6.03;4.96
NO2;uur;µg/m³;2024-06-17T01:00:00+01:00;2024-06-17T02:00:00+01:00;3.98;5.41;1.64;3.31;3.03;9.66;7.73;7.32;10.48;24.88;17.81;18.21;6.32;11.23;5.78;12.75;18.76;9.88;8.57;12.76;10.14;19.18;9.68;17.25;17.3;18.46;11.88;6.34;6.64;10.99;18.24;18.31;10.38;10.83;6.17;8.37;11.24;9.14;;5.22;4.4;4.57;3.44;5.07;4.91
NO2;uur;µg/m³;2024-06-17T02:00:00+01:00;2024-06-17T03:00:00+01:00;3.69;6.3;1.73;3.02;2.69;16.46;9.62;5.95;6.17;17.56;15.33;10.59;5.62;12.31;6.34;12.04;20.87;9.23;7.28;12.3;7.59;14.18;13.79;17.55;14.82;16.24;11.39;5.62;9.36;13.62;20.7;19.29;12.31;12.18;4.33;11.25;10.32;8.57;;4.77;4.66;5.94;3.55;4.18;5.32
NO2;uur;µg/m³;2024-06-17T03:00:00+01:00;2024-06-17T04:00:00+01:00;3.06;7.52;1.99;4.3;2.46;29.55;14.7;7.83;5.72;19.62;13.42;9.44;7.82;11.11;7.23;6.97;18.35;9.56;6.41;10.84;7.01;18.41;9.13;15.6;22.67;21.98;11.93;5.91;8.79;13.11;20.79;20.31;13.41;15.51;3.56;11.64;9.71;8.13;;5.22;4.94;6.88;3.3;5.08;5.76
NO2;uur;µg/m³;2024-06-17T04:00:00+01:00;2024-06-17T05:00:00+01:00;3.27;8.83;2.11;7.75;3.33;17.23;9.15;6.28;10.22;24.17;15.75;10.38;7.18;11.76;7.48;3.71;22.92;27.78;9.19;10.33;9.43;20.58;10.86;21.74;44.41;21.23;14.11;7.56;11.09;14.77;23.11;29.08;12.93;15.19;4.59;10.09;11.45;8.94;;5.62;5.07;7.07;3.66;6.28;6.38
NO2;uur;µg/m³;2024-06-17T05:00:00+01:00;2024-06-17T06:00:00+01:00;4.86;9.3;3.06;9.56;4.32;23.53;8.07;8.62;19.02;36.97;21.87;9.21;10.2;11.95;8.53;3.57;25.74;32.99;10.96;15.85;12.79;22.54;16.02;28.76;51.5;18.02;16.68;12.75;11.45;22.14;33.78;35.26;17.24;12.29;5.69;10.16;14.84;12.27;;8.02;5.16;6.53;4.2;12.8;9.73
NO2;uur;µg/m³;2024-06-17T06:00:00+01:00;2024-06-17T07:00:00+01:00;5.45;9.43;5.32;15.84;6.43;12.64;12.35;16.55;25.24;43.3;22.79;9.32;13.17;14.69;9.15;4.39;23.67;40.53;11.04;12.7;16.32;28.64;16.12;25.17;47.58;14.96;18.66;13.01;10.64;24.26;30.96;26.19;16.98;13.83;7.59;9.69;18.6;12.09;;7.45;5.85;6.68;4.99;18.26;8.79
NO2;uur;µg/m³;2024-06-17T07:00:00+01:00;2024-06-17T08:00:00+01:00;5.31;7.5;6.06;14.86;5.01;14.65;20.56;13.74;20.87;35.6;18.47;7.74;8.9;10.07;7.42;4.82;22.44;30.6;9.41;16.89;10.31;25.42;18.89;22.12;41.51;13.83;18.68;9.58;10.71;25.53;28.71;16.42;16.4;11.06;7.39;13.32;19.01;12.57;;7.66;6.06;5.63;4.46;18.4;7.26
NO2;uur;µg/m³;2024-06-17T08:00:00+01:00;2024-06-17T09:00:00+01:00;8.32;8.08;5.16;11.3;3.59;12.77;16.39;10.02;18.15;29.78;14.01;10.67;6.28;9.29;6.1;4.61;17.97;20.15;8.02;12.31;7.59;20.92;13.99;17.77;23.66;11.28;15.82;8.5;13.42;17.47;20.22;15.78;10.7;8.36;7.42;10.14;20.64;14.36;;6.63;6.81;4.35;4.69;14.13;5.13
NO2;uur;µg/m³;2024-06-17T09:00:00+01:00;2024-06-17T10:00:00+01:00;6.41;6.06;4.53;10.18;3.74;11.92;8.43;12.08;17.5;26.66;14.94;9.45;9.14;6.57;4.8;3.48;18.84;14.02;6.19;9.95;6.17;23.96;10.56;17.33;27.42;7.57;15.84;7.29;13.58;15.78;16.25;18.76;8.43;8.57;7.04;7.07;22.57;14.62;;6.45;9.27;3.91;3.88;12.77;4.15
NO2;uur;µg/m³;2024-06-17T10:00:00+01:00;2024-06-17T11:00:00+01:00;5.21;4.33;6.19;10.71;5.27;6.67;7.35;9.72;15.73;25.9;13.97;5.6;7.43;4.28;4.63;2.66;11.98;12.13;5.48;8.31;4.89;17.66;7.85;13.77;19.2;7.12;10.35;6.4;10.11;15.15;14.5;17.5;8.63;7.81;8.08;5.94;;12.93;;5.38;8.74;2.44;3.97;12.44;3.36
NO2;uur;µg/m³;2024-06-17T11:00:00+01:00;2024-06-17T12:00:00+01:00;4.43;4.56;5.96;10.13;5.76;4.98;3.45;7.87;12.68;24.56;9.03;5.34;4.59;2.71;5.87;3.46;6.87;7.74;3.81;5.57;4.9;17.49;7.64;11.28;19.51;4.68;10.6;5.31;7.88;11.05;14.19;17.84;6.24;5.45;6;3.35;;6.12;;5.71;7.89;2;5.33;15.71;2.94
