Export;EXP-2024-001 (2024-07-04T21:11:37+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-05-03T15:00:00+01:00;2024-05-03T16:00:00+01:00;7.53;5.21;2.62;;3.94;8.57;4.75;11.06;17.24;30.38;11.65;4.69;6.96;5.81;2.74;1.76;14.41;12.89;;7.81;5.97;21.47;13.13;17.76;;13.81;15.12;8.48;6.58;18.23;18.93;15.07;9.03;6.74;6.9;7.72;13.79;6.24;9.07;8.32;9.22;;18.46;8.94
NO2;uur;µg/m³;2024-05-03T16:00:00+01:00;2024-05-03T17:00:00+01:00;6.55;5.89;2.95;6.85;2.71;12.34;3.96;14.43;22.81;37.03;12.24;4.73;10.96;6.53;3.83;1.38;15.95;13.91;;8.69;7.29;22.52;10.75;20.47;;12.03;12.28;7.58;5.57;15.92;19.33;14.05;8.03;7.05;5.88;6.32;15;6.3;8.45;7.64;7.7;;14.49;7.63
NO2;uur;µg/m³;2024-05-03T17:00:00+01:00;2024-05-03T18:00:00+01:00;5.06;5.88;3.02;8.64;4.45;7.47;3.35;15.02;17.09;32.43;14.32;7.41;8.74;8.53;4.59;1.56;12.37;11.64;;10.54;6.33;18.93;10.43;21.29;27.02;11.95;9.97;6.97;4.55;11.76;13.84;14.36;6.91;6.79;4.9;3.32;18.18;7.51;7.71;6.62;8.57;;16.13;8.43
NO2;uur;µg/m³;2024-05-03T18:00:00+01:00;2024-05-03T19:00:00+01:00;5.21;5.82;2.53;6.69;3.36;6.72;12.16;17.62;15.73;24.86;8.53;6.79;7.14;6.76;3.42;1.99;15.06;15.52;;9.59;4.51;21.08;13.15;29.2;29.28;10.35;7.99;5.21;4.24;11.18;13.1;13.48;6.27;6.01;3.9;4.39;16.67;12.41;4.6;5.77;7.51;;17.94;9.48
NO2;uur;µg/m³;2024-05-03T19:00:00+01:00;2024-05-03T20:00:00+01:00;5.68;7.18;4.95;13.22;4.26;11.83;9.36;34.24;32.37;31;11.52;5.13;8.38;7.11;7.33;2.25;16.14;30.47;;12.2;5.01;28.82;16.01;36.07;32.5;10.95;8.39;6.96;6.01;16.49;25.46;18.72;7.85;7.49;5.14;6.95;17.81;12.65;5.14;4.8;6.09;;16.33;8.29
NO2;uur;µg/m³;2024-05-03T20:00:00+01:00;2024-05-03T21:00:00+01:00;6.73;10.25;7.28;28.93;18.71;14.73;8.47;58.45;37.8;62.56;33.1;10.75;16.87;10.62;9.52;3.71;33.52;50.89;;22.65;4.84;30.29;19.13;42.91;36.04;11.64;9.02;7.55;10.9;22.83;41.86;36.23;15.72;10.1;5.5;7.94;26.47;15.94;6.38;4.96;6.56;;15.12;6.59
NO2;uur;µg/m³;2024-05-03T21:00:00+01:00;2024-05-03T22:00:00+01:00;8.93;13.33;5.05;15.78;21.87;8.64;8.81;46.84;36.55;60.67;46.03;16.1;19.92;17.43;9;4.29;26.66;61.57;;19.72;10.85;34.94;27.29;63;40.34;6.33;14.21;7.17;9.14;36.34;51.28;29.24;22.74;14.61;5.55;8.53;21.65;9.78;5.57;8.64;6.13;;15.18;6.48
NO2;uur;µg/m³;2024-05-03T22:00:00+01:00;2024-05-03T23:00:00+01:00;10.81;17.1;3.84;14.63;13.96;6.84;6.72;41.99;45.27;48.71;34.78;15.62;15.17;16.93;8.32;6.99;40.07;26.26;;19.19;14.82;51.21;22.69;43.01;58.72;12.62;23.73;9.95;13.36;34.1;36.51;24.35;26.05;21.17;7.15;10.75;17.78;7.71;5.74;8.87;8.03;;14.82;6.73
NO2;uur;µg/m³;2024-05-03T23:00:00+01:00;2024-05-04T00:00:00+01:00;9.35;12.61;3.58;8.2;11.14;7.13;9.06;31.44;31.62;36.27;32.03;11.78;16.88;14.66;12.56;5.9;57.03;21.31;;15.89;14.03;47.66;22.61;28.71;65.3;20.69;19.66;10.21;14.64;28.51;35.48;22.59;25.11;16.41;9.27;10.39;14.26;8.79;6.33;7.87;7.45;;14.52;8.42
NO2;uur;µg/m³;2024-05-04T00:00:00+01:00;2024-05-04T01:00:00+01:00;10.66;9.88;4.44;5.87;4.78;7.55;13.39;22.49;18.99;31.9;35.49;12.67;10.2;15.18;16.18;16.44;46.88;;;13.9;17.02;45.35;29.48;31.17;45.94;16.78;25.19;9.33;17.35;24.59;34.26;18.98;26.02;15.08;9.78;9.91;17.28;10.8;11.43;7.55;7.38;;14.66;7.89
NO2;uur;µg/m³;2024-05-04T01:00:00+01:00;2024-05-04T02:00:00+01:00;9.53;8.43;3.2;5.36;4.47;9;9.44;16.43;14.79;31.04;29.38;13.31;8.56;12.81;20.67;14.33;53.18;19.11;;13.74;17.03;36.32;24.41;25.9;51.61;14.24;21.87;8.1;10.48;20.65;27.96;21.6;22.74;16.15;10.48;9.85;15.1;11.47;10.57;7.35;7.36;;12.12;7.56
NO2;uur;µg/m³;2024-05-04T02:00:00+01:00;2024-05-04T03:00:00+01:00;5.65;8.5;3.21;3.93;3.73;10.97;8.21;10.12;10.92;26.74;23.21;14.27;8.54;11.58;17.08;22.34;45.51;18.2;;12.28;19.67;30.38;24.25;34.76;49.13;15.25;21.76;8.06;10.26;17.28;22.29;9.27;17.42;14.17;12.58;10.03;15.16;11.89;11.36;7.68;7.82;;12.3;7.27
NO2;uur;µg/m³;2024-05-04T03:00:00+01:00;2024-05-04T04:00:00+01:00;6.06;7.76;2.82;4.65;3.65;9.15;8.43;9.67;8.83;25.65;17.29;19.62;7.93;11;15.8;24.38;39.68;23.16;;13.43;20.44;30.09;30.73;43.02;48.33;16.81;22.19;7.76;9.57;16.38;24.01;41.68;16.55;21.97;14.39;9.97;13.18;10.68;11.23;7.51;7.84;;12.09;6.22
NO2;uur;µg/m³;2024-05-04T04:00:00+01:00;2024-05-04T05:00:00+01:00;7.34;8.49;3.73;6.32;5.08;9.86;16.82;11.08;11.56;21.89;13.96;19.99;7.47;8.85;16.26;20.63;46.97;39.56;;13.59;17.87;45.47;27.8;40.45;56.97;14.47;21.69;8.3;10.01;16.15;23.09;32.76;16.29;17.65;18.61;11.32;11.87;9.74;12.71;8.62;8.02;;10.98;6.49
NO2;uur;µg/m³;2024-05-04T05:00:00+01:00;2024-05-04T06:00:00+01:00;9.39;9.45;3.33;13.47;6.88;9.12;14.85;11.32;16.22;31.82;13.71;14.63;10.14;8.23;33.16;12.53;57.26;59.38;;12.89;19.39;51.94;22.47;39.18;57.59;46.5;22.4;9.4;14.1;17.65;21.84;24.45;16.11;14.42;16.39;11.51;11.4;9.51;13.87;6.69;10.98;;15.16;7.81
NO2;uur;µg/m³;2024-05-04T06:00:00+01:00;2024-05-04T07:00:00+01:00;9.75;10.79;3.12;20.51;7.63;12.3;12.18;9.6;11.23;25.69;12.18;10.16;8.61;7.4;24.66;16.85;67.92;54.22;;12.8;24.06;54.71;25.17;42.9;56.06;19.29;25.08;9.57;12.19;19.33;21.38;21.94;15.04;13.99;15.34;10.13;11.32;9.14;14.53;6.43;10.37;;11.38;7.01
NO2;uur;µg/m³;2024-05-04T07:00:00+01:00;2024-05-04T08:00:00+01:00;9.95;9.27;3.9;22.55;9.87;9.5;17.82;9.41;8.8;23.57;9.24;9.04;7.48;6.48;19.56;15.74;60.52;53.02;;10.15;23.56;52.28;41.1;46.33;62.09;13.07;24.31;7.84;11.43;19.05;20.39;19.26;14.91;11.22;14.58;12.04;10.69;8.92;14.23;9.32;9.93;;12.06;6.54
NO2;uur;µg/m³;2024-05-04T08:00:00+01:00;2024-05-04T09:00:00+01:00;11.71;8.16;6.28;19.56;9.03;5.65;24.06;9.5;9.15;17.46;6.81;13.13;6.02;5.41;18.14;14.69;43.59;49.69;;11.45;15.76;41.76;31.71;34.5;61.81;9.74;20.61;7.17;11.55;17.66;21.74;14.71;13.89;9.95;12.77;10.16;12.64;8.85;11.02;9.94;9.51;;13.46;5.77
NO2;uur;µg/m³;2024-05-04T09:00:00+01:00;2024-05-04T10:00:00+01:00;6.11;6.03;10.01;26.34;8.15;4.3;29.96;8.04;8.19;15.66;4.97;9.93;4.11;4.89;16.61;17.78;33.31;44.24;;9.81;12.5;29.92;29.68;23.93;54.84;6.66;18.16;7.31;8.59;14.4;15.23;12.33;11.49;7.29;12.07;7.03;10.9;7.96;7.7;8.05;6.9;;11.8;4.41
NO2;uur;µg/m³;2024-05-04T10:00:00+01:00;2024-05-04T11:00:00+01:00;4.39;5.49;7.52;24.74;5.65;3.05;9.68;8.42;7.38;17.21;4.8;5.55;3.72;4.67;17.24;13.74;25.43;46.04;;6.46;10.12;22.55;15.77;16.63;35.89;5.37;20.29;5.14;5.38;13.51;12.41;10.92;8.27;5.98;10.65;5.14;9.35;6.44;5.81;5.53;3.75;;11.64;3.36
NO2;uur;µg/m³;2024-05-04T11:00:00+01:00;2024-05-04T12:00:00+01:00;3.73;4.41;3.64;13.58;4.64;2.47;3.98;8.71;9.35;15.18;2.62;3;3.9;3.4;9.49;4.76;17.52;31.77;;3.1;8.02;15.9;10.81;10.97;27.19;5.87;10.38;2.98;3.9;10.08;10.56;6.28;5.87;4.77;10.65;6.65;9.37;5.8;6.56;2.84;1.95;;11.17;2.34
NO2;uur;µg/m³;2024-05-04T12:00:00+01:00;2024-05-04T13:00:00+01:00;3.15;4.11;3.46;11.9;5.56;2.83;2.37;7.61;6.89;15.7;2.09;2.76;3.58;2.14;17.77;7.64;9.01;27.85;;3.09;4.79;11.9;6.86;9.2;28.42;4.84;7.7;3.07;3.44;9.92;11.27;5.13;4.73;3.23;9.89;3.3;10.83;4.47;6.32;2.19;2.26;;11.69;1.95
NO2;uur;µg/m³;2024-05-04T13:00:00+01:00;2024-05-04T14:00:00+01:00;3.53;4.46;5.2;16.23;5.91;2.69;7.08;8.54;5.78;9.89;1.7;2.97;2.59;2.11;15.19;7.5;9.5;26.78;;2.47;3.23;14.42;7.03;11.17;38.91;4.43;10.25;2.87;2.42;8.52;10.5;4.1;4.02;3.3;9.5;4.45;10.2;4.47;8.4;2.8;3.35;;11.76;2.12
NO2;uur;µg/m³;2024-05-04T14:00:00+01:00;2024-05-04T15:00:00+01:00;3.42;5.31;2.2;16.7;4;3.77;13.83;7.78;6.78;11.57;2.52;4.12;2.83;2.58;2.68;2.58;8.91;14.12;;1.78;3.1;11.56;4.28;15.83;35.78;4.98;9.49;2.51;2.68;6.6;11.84;3.42;4.16;3.27;7.92;3.35;12.04;4.83;10.53;5.58;3.13;;16.04;2.22
NO2;uur;µg/m³;2024-05-04T15:00:00+01:00;2024-05-04T16:00:00+01:00;3.1;3.55;3.45;17.06;4.75;3.9;8.04;9;10.75;17.31;6.06;4.87;4.5;4.47;4.05;1.75;7.45;14.2;;6.61;2.79;13.08;3.54;18.79;31.86;5.59;10.75;3.29;;8.25;9.05;3.34;3.76;3.15;4.41;3.66;14.14;4.74;4.99;3.47;4.76;;20.44;3.85
NO2;uur;µg/m³;2024-05-04T16:00:00+01:00;2024-05-04T17:00:00+01:00;3.69;2.3;6.32;21.76;6.79;6.86;6.55;21.44;13.16;21.44;10.67;3.81;6.87;4.25;4.58;2.25;15.01;25;;5.11;3.74;23.36;13.06;25.25;28.09;3.86;10.02;3.79;3.14;7.62;10.07;3.35;4.1;4.93;4.77;4.56;15.85;6.12;5.48;2.58;4.35;;15.65;3.63
NO2;uur;µg/m³;2024-05-04T17:00:00+01:00;2024-05-04T18:00:00+01:00;4.96;2.87;4.35;28.82;10.04;5.74;3.43;12.79;18.63;12.69;5.64;6.11;7.71;5.43;3.86;4.24;21.25;28.57;;6.73;8.17;21.81;14.42;29.48;36.73;2.19;10.67;6.22;4.07;11.19;15.1;12.75;6.3;4.56;4.06;4.75;10.02;6.27;4.92;2.47;3.93;;18.62;3.88
NO2;uur;µg/m³;2024-05-04T18:00:00+01:00;2024-05-04T19:00:00+01:00;7.88;4.71;4.55;15.9;9.52;6.64;3.85;20.93;21.15;17.75;7.25;6.81;12.39;4.61;4.18;5.55;17.88;21.6;;7.06;5.99;30.06;10.53;27;54.64;2.07;11.94;4.13;3.1;14.25;24.98;24.94;8.18;4.72;4.73;4.71;29.79;10.06;6.16;3.03;5.25;;16.62;4.22
NO2;uur;µg/m³;2024-05-04T19:00:00+01:00;2024-05-04T20:00:00+01:00;7.12;6.1;6.61;16.26;6.41;7.95;4.74;13.82;21.02;14.75;8.46;6.84;13;5.8;6.87;7.49;17.94;29.94;;10.53;4.46;23.61;13.58;21.43;52.83;15.8;13.27;4.04;3.08;7.7;29.15;13.77;8.51;6.07;4.79;5.25;27.01;9.53;6.68;6.09;7.16;;23.43;4.7
NO2;uur;µg/m³;2024-05-04T20:00:00+01:00;2024-05-04T21:00:00+01:00;4.06;8.19;6.93;13.95;6.94;8.98;3.7;12.69;18.23;14.66;7.67;8.74;9.59;6.76;5.5;7.48;16.35;23.61;;12.35;3.97;24.94;13.19;33.46;46.54;14.53;9.81;3.61;4.12;6.32;14.28;8.14;8.6;7.06;3.81;5.8;39.04;18.62;6.12;5.08;12.15;;21.64;5.48
NO2;uur;µg/m³;2024-05-04T21:00:00+01:00;2024-05-04T22:00:00+01:00;5.94;7.43;6.57;14.87;6.24;6.22;3.55;10.02;16.44;16.67;7.03;12.8;8.44;7;7.65;6.16;14.4;15.49;;8.8;6.77;22.17;11.16;26.9;36.08;7.4;10.99;4.15;5.48;6.1;16.21;5.69;8.65;7.59;3.92;3.88;30.22;18.83;6.02;4.27;12.58;;20.37;6.72
NO2;uur;µg/m³;2024-05-04T22:00:00+01:00;2024-05-04T23:00:00+01:00;6.79;6.23;6.35;17.7;6.06;6.92;5.69;9.28;14.08;10.65;7.35;13.22;6.67;9.31;7.76;5.72;12.48;13.26;;8.11;8.01;19.18;7.35;23.07;38.48;7.15;14;3.14;5.09;6.39;14.37;5.59;9.54;7.92;3.67;3.8;28.42;15.23;5.35;3.2;13.24;;18.32;6.99
NO2;uur;µg/m³;2024-05-04T23:00:00+01:00;2024-05-05T00:00:00+01:00;6.49;5.73;6.55;12.45;8.2;11.82;7.5;9.24;11.03;10.88;8.51;13.23;6.76;11.54;4.76;4.73;11.93;11.68;;9.02;10.8;19;9.18;16.32;33.2;4.59;14.46;2.72;5.18;6.16;10.21;5.28;7;6.98;2.93;2.48;24.52;10.83;5.07;2.54;13.06;;16.57;7.69
NO2;uur;µg/m³;2024-05-05T00:00:00+01:00;2024-05-05T01:00:00+01:00;6.88;8.78;7.4;8.22;8.69;5.03;6.76;8.54;12.45;9.49;8.88;12.13;7.34;10.69;4.82;4.5;14.42;11.32;;7.44;11.02;13.01;8.11;;28.92;3.28;15.9;2.65;3.64;3.33;6.01;8.55;4.25;7.22;2.84;2.58;24.08;7.81;4.12;3.37;11.2;;11.56;5.5
NO2;uur;µg/m³;2024-05-05T01:00:00+01:00;2024-05-05T02:00:00+01:00;7.85;5.25;9.21;8.57;8.17;4.61;5.64;7.55;12.49;9.94;8.68;8.27;6.42;21.24;7.65;4.43;10.24;9.4;;9.76;6.91;13.56;8.17;12.11;21.44;2.67;13.47;2.33;3.09;4.75;4.03;15.13;3.78;5.65;2.8;2.29;19.55;7.94;3.48;3.77;7.85;;12.64;4.11
NO2;uur;µg/m³;2024-05-05T02:00:00+01:00;2024-05-05T03:00:00+01:00;7.01;5.16;4.85;6.65;6.1;4.63;4.72;7.91;10.84;9.13;5.27;5.76;5.04;20.3;5.46;6.33;11.48;9.51;;9.44;4.88;10.93;9.8;11.66;13.93;2.32;10.55;1.71;5.79;4.78;5;7.92;3.69;3.57;3.11;2.72;17.85;7.78;3.03;3.04;7.14;;9.08;4.23
NO2;uur;µg/m³;2024-05-05T03:00:00+01:00;2024-05-05T04:00:00+01:00;5.45;6.85;3.18;4.87;3.35;4.45;5.76;6.14;6.74;8.12;9.02;5.52;4.71;6.04;2.6;7.42;8.34;7.53;;7.96;2.73;12.41;7.1;6.7;12.9;1.93;11.09;1.33;4.42;6.66;6.92;12.52;4.99;2.61;3.04;1.6;12.94;10.29;4.46;3.33;5.42;;7.2;3.39
NO2;uur;µg/m³;2024-05-05T04:00:00+01:00;2024-05-05T05:00:00+01:00;3.9;6.39;3.16;5.1;4.32;5.19;10.81;4.85;5.85;8.66;7.71;4.56;6.33;4.97;2.67;7.11;9.76;7.21;;4.4;2.88;13.03;12.08;7.79;17.68;1.44;8.37;1.3;3.43;10.3;8.06;12.06;8.43;3.03;3.51;1.9;9.96;5.46;3.64;3.42;5.85;;6.84;3.25
NO2;uur;µg/m³;2024-05-05T05:00:00+01:00;2024-05-05T06:00:00+01:00;3.83;3.75;3;5.93;5.01;6.11;12.61;5.97;8.93;9.44;5.4;7.9;6.4;6.02;4.23;6.32;9.12;8.69;;8.69;1.86;15.35;10.77;13.48;21.15;1.82;13.46;3.93;2.69;12.06;8.37;12.17;8.3;4.5;2.85;2.02;6.92;4.42;2.67;2.79;4.85;;5.27;2.98
NO2;uur;µg/m³;2024-05-05T06:00:00+01:00;2024-05-05T07:00:00+01:00;6.3;3.5;4.65;7.46;5.78;6.03;13.64;7.57;9.81;8.43;7.94;6.18;7.75;4.75;8.41;5.49;9.64;27.93;;11.66;2.38;15.32;27.22;28.23;24.06;3.93;11.38;3.04;4.05;8.24;7.26;9.23;5.64;5.39;2.42;2.83;7.49;3.87;1.79;1.53;4.11;;4.07;2.74
NO2;uur;µg/m³;2024-05-05T07:00:00+01:00;2024-05-05T08:00:00+01:00;3.99;4.71;6.58;6.19;5.68;7.83;15.67;10.75;13.36;11.72;7.96;6.71;12.5;3.07;7.9;5.79;20.02;49.12;;14.16;1.81;20.27;26.97;32.29;27.22;7.22;6.76;6.62;5.19;10.5;7.56;10.84;6.01;4.05;2.18;3.22;7.2;4.38;1.86;1.92;2.92;;3.55;1.92
NO2;uur;µg/m³;2024-05-05T08:00:00+01:00;2024-05-05T09:00:00+01:00;4.36;5.24;3.39;6.16;4.98;6.26;16.28;11.28;14.08;12.92;6.71;10.6;8.89;5.07;4.07;5.61;14.87;28.27;;11.37;3.88;17.02;14.97;17.1;16.48;6.99;8.63;13.27;5.3;9.27;9.26;9.84;5.41;5.87;2.44;2.87;10.21;6.52;2.42;2.52;1.86;;4.51;3.06
NO2;uur;µg/m³;2024-05-05T09:00:00+01:00;2024-05-05T10:00:00+01:00;3.95;5.72;3.24;5.7;2.88;9.1;19.54;8.81;10.73;14.61;5.63;7.7;6.37;4.49;2.79;6.12;9.57;22.31;;5.47;2.78;15.61;12.6;18.17;12.92;7.49;6.4;6.97;6.75;13.08;10.9;10.09;7.75;12.66;4.04;2.6;8.06;3.93;5.05;4.36;1.97;;6.23;2.67
NO2;uur;µg/m³;2024-05-05T10:00:00+01:00;2024-05-05T11:00:00+01:00;3.7;4.53;2.41;4.41;2.29;8.95;21.62;7.87;10.61;18.77;7.97;6.62;5.54;3.91;10.24;3.97;9.12;26.92;;4.24;5.77;14.46;10.8;18.56;20.19;6.45;6.78;4.38;4.03;13.07;10.63;10.28;9.95;13.94;4.38;2.18;11.21;4.14;6.79;4.23;3.88;;4.26;1.97
NO2;uur;µg/m³;2024-05-05T11:00:00+01:00;2024-05-05T12:00:00+01:00;3.54;3.68;2.08;5.09;1.85;5.5;13.18;7.85;8.83;19.34;10.22;5.76;3.69;4.64;13.39;2.57;9.37;11.83;;6.55;6.18;12.29;6.08;28.96;14.54;6.81;6.54;4.78;3.88;8.23;10.84;12.6;5.47;10.84;2.82;2.18;12.3;4.59;4.69;3.51;2.76;;5.01;1.84
NO2;uur;µg/m³;2024-05-05T12:00:00+01:00;2024-05-05T13:00:00+01:00;4.06;3.07;2.08;4.49;1.71;3.52;5.28;8.74;7.91;17.03;6.59;3.66;2.65;4.21;8.26;2.17;18.33;8.47;;6.04;6.42;22.26;20.36;20.54;19.26;4.85;7.96;2.12;4.16;8.29;7.92;13.77;4.17;5.86;1.71;2.78;15.84;5.7;4.12;2.65;1.94;;6.03;1.76
NO2;uur;µg/m³;2024-05-05T13:00:00+01:00;2024-05-05T14:00:00+01:00;3.32;2.74;1.93;6.86;1.61;2.03;6.14;8.17;8.59;11.96;4.1;3.29;2.2;3.08;4.37;2.15;12.46;8.53;;6.53;7.45;20.77;13.39;18.06;13.96;4.59;7.77;2.19;5.23;12.72;13.85;16.5;5;6.46;2.45;1.54;11.01;6.31;3.5;2.77;1.88;;7.3;1.55
NO2;uur;µg/m³;2024-05-05T14:00:00+01:00;2024-05-05T15:00:00+01:00;4.16;2.61;1.98;7.76;1.39;2.71;7.48;8.75;14.68;15.14;6.5;3.06;2.08;3.09;3.88;6.49;8.71;6.67;;5.49;8.1;17.25;9.82;21.05;12.57;2.93;6.89;2.09;4.35;14.07;11.18;19.99;6.39;5.22;3.72;2.96;12.98;4.28;2.46;2.56;1.59;;6.72;2.2
NO2;uur;µg/m³;2024-05-05T15:00:00+01:00;2024-05-05T16:00:00+01:00;3.29;2.47;2.02;11.14;1.76;3.29;7.71;9.49;11.45;17;5.1;2.83;2.45;3.23;2.73;11.75;6.99;7.7;;4.91;9.3;10.58;9.4;19.26;11.37;2.41;7.85;2.34;4.63;15.56;9.52;22.01;6.87;6.54;3.74;2.62;15.75;5.13;1.99;2.1;1.35;;7.16;1.54
NO2;uur;µg/m³;2024-05-05T16:00:00+01:00;2024-05-05T17:00:00+01:00;4.02;2.11;1.99;11.67;2.6;3.23;7.2;10.56;9.23;11.02;5.26;4.24;1.79;4.34;2.61;21;6.95;12.33;;2.85;4.31;12.96;9.41;23.17;15.39;2.92;7.98;1.99;4.61;6.78;7.77;20.34;5.04;5.64;4.77;2.53;14.01;5;2.74;2.27;1.28;;8.07;1.86
NO2;uur;µg/m³;2024-05-05T17:00:00+01:00;2024-05-05T18:00:00+01:00;4.32;2.37;3.99;13.94;3.85;3.01;6.51;11.59;9.93;5.87;5.79;3.51;3.01;5.16;2.47;20.67;9.02;10.53;;3.22;2.95;18.84;8.18;21.26;29.33;3.04;7.38;2.16;4.96;8.44;11.21;14.39;5.79;5.37;5.09;3.04;17.43;5.36;2.67;2.44;1.39;;7.18;1.88
NO2;uur;µg/m³;2024-05-05T18:00:00+01:00;2024-05-05T19:00:00+01:00;4.61;3.68;3.13;12.58;4.47;4.94;5.89;17.16;13.11;6.43;7.98;5.45;3.72;6.14;2.53;11.53;8.63;11.68;;6.06;2.29;17.91;7.87;17.2;37.54;2.94;9.38;2.79;4.55;5.36;12.76;11.11;6.7;6.12;3.73;4.05;20.95;7.91;3.13;2.64;1.66;;10.36;3.92
NO2;uur;µg/m³;2024-05-05T19:00:00+01:00;2024-05-05T20:00:00+01:00;7.44;4.06;7.21;15.79;4.21;11.17;5.71;11.7;19.17;9.39;9.9;4.76;6.89;10.57;3.97;4.28;10.97;14.22;;7.92;2.3;14.94;8.03;30.06;43.02;4.75;11.92;3.96;4.16;10.61;16.24;5.51;8.73;5.33;4.11;4.28;32.6;15.11;4;3.49;2.9;;14.53;4.5
NO2;uur;µg/m³;2024-05-05T20:00:00+01:00;2024-05-05T21:00:00+01:00;5.83;5.2;5.08;19.46;11.71;9.89;4.48;12.77;15.77;36.74;15.95;12.07;7.39;31.23;3.66;3.46;12.84;17.95;;15.39;2.6;19.66;14.7;29.01;50.8;7.39;29.11;3.72;7.83;26.02;23.54;13.31;14.19;7.32;7.73;7.1;41.57;24.68;5.7;4.21;5;;17.08;2.72
NO2;uur;µg/m³;2024-05-05T21:00:00+01:00;2024-05-05T22:00:00+01:00;6.16;7.91;4.31;24.29;11.43;10.86;5.28;13;19.19;22.46;10.7;10.11;13.02;14.79;4.84;4.06;13.66;17.61;;25.02;7.32;19.49;20.6;30.95;49.53;9.83;36.26;4.2;10.9;18.6;23.05;5.65;21.46;11.92;8.38;7.19;38.99;20.12;4.55;3.56;6.53;;19.16;2.09
NO2;uur;µg/m³;2024-05-05T22:00:00+01:00;2024-05-05T23:00:00+01:00;9.55;6.78;4.66;19.05;12.49;14.87;5.94;11.56;15.21;13.26;9.74;11.82;12.35;8.81;6.64;5.68;12.52;20.7;;19.66;20.43;19.1;20.26;29.12;40.07;4.66;37.6;4.09;6.1;21.18;24.16;7.98;15.15;9.84;8.76;6.68;30.9;16.29;5.48;3.81;7.98;;26.9;2.17
NO2;uur;µg/m³;2024-05-05T23:00:00+01:00;2024-05-06T00:00:00+01:00;9.35;9.79;3.6;17.99;11.08;25.55;5.98;11.76;17.08;17.9;9.75;9.65;11.56;8.25;8.29;5.12;12.95;15.96;;19.63;19.26;14.65;17.86;25.37;30.18;4.76;29.48;3.26;6.95;14.82;13.93;5.41;15.66;13.09;6.17;5.41;26.47;12.87;5.97;9.81;8.53;;25.3;2.14
NO2;uur;µg/m³;2024-05-06T00:00:00+01:00;2024-05-06T01:00:00+01:00;7.42;11.04;5.89;16.01;10.8;9.75;5.81;10.9;15.37;13.71;9.45;7.79;14.89;7.45;8.26;9.27;14.86;;;15.24;13.86;13.71;17.82;;26.46;4.36;26.13;4.71;7.29;10.09;11.1;5.76;9.64;9.48;8.7;5.73;13.98;9.91;6.91;6.88;9.71;;27.99;3.6
NO2;uur;µg/m³;2024-05-06T01:00:00+01:00;2024-05-06T02:00:00+01:00;7.94;14.66;6.82;14.67;8.92;11.67;5.72;12.07;13.55;16.35;9;7.2;14.68;6.71;6.5;9.36;11.84;;;9.2;9.81;11.17;18.26;16.64;27.97;4.15;24.76;3.98;5.74;8.28;10.66;5.79;8.24;6.95;8.09;5.4;15.2;11.36;5.88;5.74;10.78;;21.47;3.99
NO2;uur;µg/m³;2024-05-06T02:00:00+01:00;2024-05-06T03:00:00+01:00;8.56;12.91;5.88;11.96;9.82;23.67;5.87;10.78;11.21;24.55;9.08;7.36;12.91;7.03;6.76;20.22;11.09;;;5.45;6.93;10.24;12.73;19.95;20.85;3.1;10.64;2.97;6.79;6.64;8.48;6.33;6.98;8.27;8.63;4.91;12.35;8.34;6.74;5.43;9.45;;12.08;3.97
NO2;uur;µg/m³;2024-05-06T03:00:00+01:00;2024-05-06T04:00:00+01:00;10.48;13.98;5.21;9.62;10.37;15.86;7.28;12.09;12.78;22.12;8.39;8.76;13.84;7.7;6.92;17.51;10.16;;;7.43;6.77;9.27;11.49;28.96;24.86;3.96;13.23;3.33;6.78;7.94;8.62;3.87;9.34;10.67;6.84;6.01;16.99;10.66;6.94;4.19;9.08;;11.65;4.95
NO2;uur;µg/m³;2024-05-06T04:00:00+01:00;2024-05-06T05:00:00+01:00;12.28;12;5.54;15.32;10.19;18.08;6.79;15.49;17.85;24.55;16;9.33;17.28;7.34;9.41;22.41;10.72;;;8.01;6.4;11.31;12.35;30.79;47.81;4.49;13.61;3.41;4.97;10.66;11.72;10.92;8.25;13.68;7.55;7.77;25.06;19.05;8.5;5.87;8.63;;16.16;4.13
NO2;uur;µg/m³;2024-05-06T05:00:00+01:00;2024-05-06T06:00:00+01:00;15.64;12.13;5.88;23.8;12.88;18.86;6.83;20.67;24.35;37.18;13.83;17.19;21.05;9.32;10.01;46.43;17.71;;;11.88;9.74;24.94;20.76;37.63;64.28;4.57;29.34;4.26;8.22;10.96;26.26;9.46;14.88;18.79;9.03;8.62;35.43;20.44;10.19;6.65;5.33;;29.35;4.38
