Export;EXP-2024-001 (2024-02-21T15:02:22+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-01-04T03:00:00+01:00;2024-01-04T04:00:00+01:00;4.91;6.98;3.98;3.67;3.86;3.09;7.17;3.98;4.97;4.67;3.93;6.39;3.49;6.98;3.96;3.96;6.13;15.24;5.52;7;2.49;6.4;7.37;26.78;6.87;3.08;2.2;2.32;2.59;6.21;5.68;5.54;6.35;3.35;1.61;4.91;3.83;3.15;2.45;1.81;1.7;3.07;1.84;3.17;2.52
NO2;uur;µg/m³;2024-01-04T04:00:00+01:00;2024-01-04T05:00:00+01:00;5.2;4.03;3.41;4.26;4.41;4.18;7.69;3.67;5.65;6.95;5.53;5.33;5.59;5.53;2.13;3.67;5.02;25.75;4.5;12.06;1.79;6.58;5.01;26.28;6.18;2.17;3.62;2.7;2.37;6.96;4.58;7.06;5.4;2.47;1.93;3.06;4.31;3.57;2.58;1.94;2.15;2.73;1.82;3.43;2
NO2;uur;µg/m³;2024-01-04T05:00:00+01:00;2024-01-04T06:00:00+01:00;3.93;4.11;2.57;3.73;3.54;5.92;7.67;10.42;13.86;9.52;6.91;4.63;9.32;6.57;3.56;3.47;5.54;19.46;5.06;11.81;1.76;8.18;5.5;32.45;8.05;3.05;6.68;2.53;2.99;6.65;5.92;9.37;5.67;5.78;2.42;3.15;6.93;4.2;3.1;2.39;1.92;2.37;1.72;3.52;2.05
NO2;uur;µg/m³;2024-01-04T06:00:00+01:00;2024-01-04T07:00:00+01:00;3.52;6.29;3.69;5.01;4.19;6.06;9.43;9.93;12.45;16.72;9.81;5.4;5.79;5.87;2.95;7.8;7.28;18.73;6.64;15.49;2.34;10.53;8.6;29.51;8.83;3.26;11.93;4.41;4.32;21.07;13.24;16.95;11.56;5.42;3.27;3.6;10.42;7.61;3.64;2.58;2.2;2.19;2.04;6.75;3.09
NO2;uur;µg/m³;2024-01-04T07:00:00+01:00;2024-01-04T08:00:00+01:00;7.13;15.2;5.18;8.83;5.28;6.5;10.07;10.95;20.84;21.34;13.48;6.03;7.69;6.78;1.99;6.94;5.64;16.36;5.35;14.98;2.66;12.23;10.91;26.47;9.63;4.2;21.26;4.32;4.31;33.55;17.65;25.8;19.46;6.07;5.69;6.67;21.4;13.25;4.44;4.46;2.22;2.3;1.6;15.16;4.34
NO2;uur;µg/m³;2024-01-04T08:00:00+01:00;2024-01-04T09:00:00+01:00;7.3;11.7;7.15;8.36;5.46;8.43;10.88;15.28;28.02;24.56;18.64;4.85;13.01;6.71;2.68;8.3;6.85;34.49;8.27;27.11;2.51;16.29;14.02;26.26;11.91;6.23;18.7;6.94;5.13;45.96;24.7;29.37;23.16;11.28;8.15;11.22;32.27;18.62;7;6.19;2.87;2.81;1.61;22.35;4.87
NO2;uur;µg/m³;2024-01-04T09:00:00+01:00;2024-01-04T10:00:00+01:00;8.57;10.68;5.96;9.37;5.76;6.29;9.39;14.06;21.62;23.6;15.21;4.57;10.26;7.27;2.25;7.13;7.37;29.94;4.07;19.57;2;15.66;12.22;46.4;11.96;5.58;36.81;7.91;6.56;40.1;39.77;31.77;23.02;19.85;7.66;11.09;36.01;26.25;6.94;4.48;2.62;3.42;1.35;28.01;6.23
NO2;uur;µg/m³;2024-01-04T10:00:00+01:00;2024-01-04T11:00:00+01:00;8.42;9.35;5.16;8.27;4.97;5.44;11.21;11.3;19.53;31.98;19.32;5.67;9.61;10.54;2.11;7.98;7.61;44.41;6.63;14.18;2.73;18.52;11.59;27.4;12.5;;29.77;9.15;6.38;33.89;32.24;33.27;24.49;23.89;7.61;9.47;27.29;17.59;5.65;3.29;2.82;4.13;1.12;27.8;4.92
NO2;uur;µg/m³;2024-01-04T11:00:00+01:00;2024-01-04T12:00:00+01:00;7.21;6.38;5.07;9.38;5.46;4.78;10.18;12.71;18.46;23.41;12.91;3.95;7.81;8.78;3.37;8.01;7.33;31.45;7.13;12.51;3.75;19.22;13.92;18.81;10.69;;42.33;6.78;7.48;29.46;31.36;30.94;22.68;28.48;7.19;14.12;30.41;20.61;5.54;4.64;4.18;3.4;1.42;19.9;2.09
NO2;uur;µg/m³;2024-01-04T12:00:00+01:00;2024-01-04T13:00:00+01:00;7.3;9.81;4.25;8.39;5.1;6.61;11.66;12.22;21.27;27.56;17.5;7.75;7.55;8.69;5.05;7.1;7.73;24.06;5.35;9.87;3.67;21.29;13.01;16.97;13.01;;43.8;4.72;3.91;25.16;24.5;21.85;14.56;16.56;7.67;14.16;28.83;16.43;5.33;2.84;4.03;3.26;1.6;22.34;1.89
NO2;uur;µg/m³;2024-01-04T13:00:00+01:00;2024-01-04T14:00:00+01:00;7.63;9.09;4.25;9.99;4.95;13.07;9.28;16.31;25.03;21.12;18.04;6.62;8.82;8.01;3.45;6.16;7.18;19.1;6.46;12.85;1.93;19.05;15.14;18.53;20.56;2.6;38.47;6.68;4.66;19.17;19.59;18.46;11.32;9.2;9.07;12.79;28.42;17.97;6.4;2.65;5.47;3.43;1.98;19.69;2.18
NO2;uur;µg/m³;2024-01-04T14:00:00+01:00;2024-01-04T15:00:00+01:00;7.39;18.49;4.86;10.17;5.11;11.72;9.7;13.43;24.48;21.77;14.55;7.46;8.85;9.39;5.14;3.81;9.2;26.4;5.86;11.77;3.19;26.14;19.65;14.54;22.97;3.25;29.06;5.81;5.66;19.71;19.56;18.59;14.1;11.7;8.83;14.77;31.33;18.25;6.16;3.76;4.87;3.74;2.16;19.43;3.21
NO2;uur;µg/m³;2024-01-04T15:00:00+01:00;2024-01-04T16:00:00+01:00;9.51;28.83;4.82;9.81;5.37;14.02;14.04;16.67;31.52;22.4;16.03;11.18;11.25;15.48;8.91;5.51;12.71;30.72;7.67;12.23;3.92;32.37;26.4;22.81;32.38;5.73;22.16;7.75;11.04;22.18;34.8;21.47;15.85;13.55;11.41;9.06;25.88;17.69;8.75;7.03;5.69;4.52;2.45;20.15;5.54
NO2;uur;µg/m³;2024-01-04T16:00:00+01:00;2024-01-04T17:00:00+01:00;9.44;16.65;7.94;22.46;10.37;16.13;14.7;23.18;41.37;36.61;25.83;13.03;16.51;18.07;14.26;6.2;32.22;45.51;11.43;20.5;9.56;42.75;25.9;44.14;49.77;7.28;22.65;9.05;22.09;31.42;37.01;37.49;22.11;14.51;13.09;9.69;30.65;19.94;10.48;5.94;6.54;5.51;3.88;22.7;5.8
NO2;uur;µg/m³;2024-01-04T17:00:00+01:00;2024-01-04T18:00:00+01:00;14.39;14.48;9.81;21.65;13.08;18.2;22.25;30.1;50.74;57.11;33.04;23.27;27.48;19.1;14.18;12.02;44.33;42;19.78;29.54;16.9;56.3;31.28;52.49;60.47;7.28;30.75;13.11;20.51;26.46;43.51;41.03;17.28;17.71;14.51;20.48;36.36;27.66;14.86;8.67;6;6.26;6.79;17.02;5.6
NO2;uur;µg/m³;2024-01-04T18:00:00+01:00;2024-01-04T19:00:00+01:00;12.97;17.69;7.55;14.15;10.73;12.89;16.75;34.14;30.41;44.82;30.67;20.53;26.46;27.4;15.08;16.8;53.01;39.7;25.66;28.32;24.09;49.77;39.89;32.38;50.96;10.59;33.7;17.14;18.53;34.81;56.75;36.25;33.56;22.31;12.91;18.52;41.77;34.48;19.11;7.76;5.64;7.33;12.75;15.84;3.93
NO2;uur;µg/m³;2024-01-04T19:00:00+01:00;2024-01-04T20:00:00+01:00;11.3;14.29;6;11.33;9.58;13.16;14.8;32.86;29.11;38.51;22.44;16.54;21.03;22.56;10.96;13.93;46.33;34.3;21.53;25.82;26.34;48.9;44.31;31.16;53.94;11.93;36.11;16.87;20.17;45.25;47.05;27.8;43.35;32;14.67;21.03;31.05;26.97;19.91;8.29;5.82;6.14;11.66;14.62;4.69
NO2;uur;µg/m³;2024-01-04T20:00:00+01:00;2024-01-04T21:00:00+01:00;17.56;12.54;4.81;10.11;8.21;10.69;11.72;29.09;23.99;26.96;19.6;15.81;16.15;16.18;15.46;13.17;40.7;32.29;13.49;20.12;30.41;54.53;41.63;25;59.98;12.82;47.58;13.86;22.83;32.18;44.68;29.59;32.45;26.28;12.24;23.55;22.93;21.75;20.6;8.5;6.05;5.76;8.68;14.19;5.21
NO2;uur;µg/m³;2024-01-04T21:00:00+01:00;2024-01-04T22:00:00+01:00;15.61;16.14;4.37;7;5.26;10.16;8.67;22.29;18.59;20.24;13.34;14.22;12.5;16.23;22.03;20.91;36.27;23.32;21.09;14.95;22.82;46.73;32.53;46.07;50.16;13.13;46.47;15.97;21.97;30.85;35.4;28.01;27.79;20.53;12.47;20.38;17.93;15.41;20.73;7.74;6.39;5.38;4.99;11.28;5.91
NO2;uur;µg/m³;2024-01-04T22:00:00+01:00;2024-01-04T23:00:00+01:00;13.6;15.05;3.09;4.54;3.71;7.98;7.18;17.79;14.07;16.48;10.27;10.84;9.37;13.37;19.21;19.75;29.64;17.37;14.91;9.95;15.89;41.11;20.54;43.41;40.58;10.1;38.52;13.18;16.37;19.88;25.34;19.69;19.09;13.98;12.05;21.1;16.71;13.71;20.43;7.83;6.4;6.04;5.32;8.84;5.41
NO2;uur;µg/m³;2024-01-04T23:00:00+01:00;2024-01-05T00:00:00+01:00;12.23;10.88;4.9;3.83;3.91;6.09;6.01;14.05;11.76;15.28;6.62;6.59;8.09;12.53;11.42;25.8;14.87;14.63;9.9;8.48;14.54;27.2;14.26;37.71;24.18;8.9;28.23;11.43;15.13;14.5;17.1;14.51;13.37;14.77;15.59;15.32;11.9;9.19;18.7;7.79;6.93;6.74;5.17;7.93;6.54
NO2;uur;µg/m³;2024-01-05T00:00:00+01:00;2024-01-05T01:00:00+01:00;8.88;7.72;1.28;2.3;2.43;3.83;6.04;9.15;6.94;7.53;4.63;3.88;5;8.3;9.89;3.9;12.1;10.74;4.38;6.46;11.63;15.38;11.09;;21.16;9;13.74;13.09;;9.83;10.07;8.7;9.05;7.43;20.97;;10.05;9.12;15.65;8.18;6.25;4.2;5.5;7.23;6.66
NO2;uur;µg/m³;2024-01-05T01:00:00+01:00;2024-01-05T02:00:00+01:00;9.95;6.44;1.13;2.79;2.14;3.1;5.48;6.61;5.42;7.21;4.05;3.45;3.32;7.66;11.23;4.11;11.34;10.65;3.73;3.94;6.85;13.67;9.71;;16.7;8.61;10.68;9.07;6.83;8.01;8.34;8.2;7.91;5.75;20.19;8.58;6.92;7.1;15.57;9.05;6.09;4.52;5.38;6.15;5.25
NO2;uur;µg/m³;2024-01-05T02:00:00+01:00;2024-01-05T03:00:00+01:00;3.44;5.65;1;1.97;1.87;2.9;6.14;7.13;5.16;4.83;3.54;2.89;3.39;6.23;2.66;3.74;10.26;8.39;3.38;3.05;5.1;11.81;9.05;14.93;14.11;8.09;7.29;8.87;6.5;6.66;6.17;9.4;6.5;5.02;15.51;9.6;6.8;6.85;14.25;8.63;5.88;4.46;5.16;6.45;5.54
NO2;uur;µg/m³;2024-01-05T03:00:00+01:00;2024-01-05T04:00:00+01:00;2.56;6.61;0.99;2;1.8;2.65;7.1;5.33;4.4;6.23;3.35;2.57;3.19;4.92;3.55;1.95;8.55;6.06;2.86;3.03;3.94;10.8;7.84;10.78;13.91;8.46;7.14;10.04;5.35;5.51;5.9;5.57;5.5;4.01;11.23;7.46;5.18;5.55;14.31;8.34;4.91;5.24;4.97;5.15;4.37
NO2;uur;µg/m³;2024-01-05T04:00:00+01:00;2024-01-05T05:00:00+01:00;3.21;6.33;1.1;2.13;1.92;3.01;7.03;4.96;3.66;5.65;3.29;2.27;2.02;4.87;2.56;1.1;8.84;7.08;3.51;2.98;3.63;10.56;8.34;22.19;12.25;8.95;5.36;8.37;4.94;3.71;4.64;5.28;3.97;3.97;11.61;5;5.59;5.17;12.99;8.52;5.34;5.85;4.78;4.5;5.14
NO2;uur;µg/m³;2024-01-05T05:00:00+01:00;2024-01-05T06:00:00+01:00;1.77;6.66;1.06;2.52;1.76;2.6;6.21;4.64;5.47;6.66;3;2.8;2.49;5.01;2.87;2.58;11.98;5.98;4.19;3.14;3.77;12.86;8.78;10.79;16.93;8.62;5.22;6.69;4.88;4.71;5.42;6.97;4.23;4.58;12.43;4.34;5.28;5.63;9.92;8.79;5.58;6.29;5.07;5.85;5.34
NO2;uur;µg/m³;2024-01-05T06:00:00+01:00;2024-01-05T07:00:00+01:00;2.26;5.82;1.22;2.98;2.17;2.56;6.89;5.43;5.4;6.42;3.35;4.6;2.14;5.25;4.03;2.98;7.7;5.46;4.07;3.91;4.81;10.41;8.43;7.44;12.36;8.33;5.7;4.97;4.87;5.88;6.79;7.48;4.9;3.99;9.63;4.9;6.69;5.8;10.27;8.71;5.89;6.34;4.7;5.74;5.18
NO2;uur;µg/m³;2024-01-05T07:00:00+01:00;2024-01-05T08:00:00+01:00;2.82;3.42;2.96;5.13;5.61;2.69;8.43;5.36;8.24;8.8;5.36;5.93;2.87;4.1;5.94;4.1;8.75;7.48;5.26;5.07;7.45;10.26;8.8;13.36;14.79;7.53;8.79;4.18;4.35;11.09;14.59;6.92;7.48;3.15;9.95;6.96;8.19;7.19;10.55;8.94;6.58;7.04;4.99;8.96;5.16
NO2;uur;µg/m³;2024-01-05T08:00:00+01:00;2024-01-05T09:00:00+01:00;3.16;3;3.67;5.48;5.8;2.75;10.19;4.87;9.7;10.72;7.05;7.72;3.48;4.18;7.46;4.03;11.73;12.46;6.81;6.25;8.08;15.88;12.73;15.42;24.89;8.49;12.87;4.53;4.16;10.16;11.95;12.22;7.36;4.13;12.08;5.75;9.52;7.23;9.34;10.64;7.72;8.08;5.91;11.6;5.7
NO2;uur;µg/m³;2024-01-05T09:00:00+01:00;2024-01-05T10:00:00+01:00;3.17;2.89;2.97;4.85;5.43;3.77;10.01;6.8;10.4;10.05;7.88;8.69;3.68;4.55;9.15;4.12;15.29;11.6;7.85;8.76;8.75;21.61;14.26;13.05;30.31;8.34;16.23;5.14;5.64;12.96;14.34;8.6;9.92;5.67;11.62;;8.56;6.12;8.2;11.23;8.9;7.86;6.04;11.6;6.18
NO2;uur;µg/m³;2024-01-05T10:00:00+01:00;2024-01-05T11:00:00+01:00;3.99;3.17;3.88;5.2;5.71;4.97;15.64;8.74;11.4;14.23;11.3;7.69;5.25;4.92;6.47;4.87;17.35;10.57;7.12;10.31;9.5;20.73;13.95;12.03;27.56;7.69;25.37;4.35;8.16;12.57;16.69;8.69;10.1;7.96;4.31;;9.45;6.24;5.37;10.15;7.99;8.6;6.45;16.87;6.32
NO2;uur;µg/m³;2024-01-05T11:00:00+01:00;2024-01-05T12:00:00+01:00;4.95;4.8;4.7;7.01;6.19;6.17;14.28;9.83;11.61;15.02;13.37;9.01;6.78;6.73;3.28;6.33;21.4;15.75;7.41;13.82;15.17;27.4;18.52;29.45;43.9;4.87;23.5;5.96;9.95;14.65;19.87;12.68;12.94;8.97;5.58;;9.43;7.41;3.92;7.11;9.48;9.23;6.62;16.58;7.15
NO2;uur;µg/m³;2024-01-05T12:00:00+01:00;2024-01-05T13:00:00+01:00;5.52;5.26;4.63;7.65;6.52;7.03;12.51;11.41;14.03;17.17;15.54;8.85;7.54;7.32;3.92;4.77;18.88;28.72;9.92;15.63;20.2;28.67;28.16;21.56;23.1;4.99;26.1;6.28;;16.16;21.03;12.78;15.08;10.05;6;8.58;11.11;9.16;4.61;6.5;4.73;;6.86;17.6;8.09
NO2;uur;µg/m³;2024-01-05T13:00:00+01:00;2024-01-05T14:00:00+01:00;6.25;5.79;5.29;8.49;6.07;9.55;11.29;11.41;16.32;18.55;16.98;10.68;7.97;8.89;4.5;4.96;18.35;17.61;11.23;14.54;18.36;23.58;22;17.8;21.37;4.34;26.99;7.39;;19.01;22.09;22.32;15.79;15.97;6.63;9.23;12.66;9.92;5.9;7.65;4.95;;7.65;16.88;8.05
NO2;uur;µg/m³;2024-01-05T14:00:00+01:00;2024-01-05T15:00:00+01:00;7.76;7.16;5.11;9.39;7.3;11.73;7.9;12.21;15.48;20.81;16.09;9.23;8.87;11.43;4.45;5.17;15.44;19.09;11.95;19.39;7.64;26.48;23.87;21.73;18.6;4.94;17.92;8.62;;20.04;22.77;27.36;15.93;14.98;7.01;10.99;14.76;10.55;7.49;7.15;5.98;;8.67;15.56;9.54
NO2;uur;µg/m³;2024-01-05T15:00:00+01:00;2024-01-05T16:00:00+01:00;8.65;8.39;10.89;12.43;10.32;12.9;10.03;13.59;16.85;20.72;17.76;8.7;10;13.76;5.99;6.55;22.59;22.56;19.15;35.29;5.55;26.83;20.4;25.45;17.38;4.55;14.98;7.84;16.33;23.77;28.78;27.99;20.77;16.14;8.29;16.2;16.33;12.9;8.94;7.64;6.92;;10.69;17.23;10.53
NO2;uur;µg/m³;2024-01-05T16:00:00+01:00;2024-01-05T17:00:00+01:00;8.89;9.89;8.79;13.07;9.05;13.41;12.88;14.87;19.36;30.02;26.97;10.67;11.11;14.98;4.82;4.57;15.87;24.93;22.26;44.95;6.44;28.06;33.61;33.65;22.3;4.85;12.79;8.23;10.42;24.38;24.78;28.18;20.87;8.91;9.81;15.49;17.77;15;8.96;10.3;8.91;7.62;10.8;21.72;10.37
NO2;uur;µg/m³;2024-01-05T17:00:00+01:00;2024-01-05T18:00:00+01:00;9.8;20.32;6.86;12.58;8.56;15.97;11.68;15.63;22.76;35.14;36.64;17.45;10.82;17.75;4.45;4.7;13.85;29.98;21.93;51.92;7.47;28.91;30.54;42.71;19.49;9.62;20.32;7.19;9.19;25.72;26.77;31.84;23.25;11.44;10.46;12.17;25.57;19.54;13.87;9.22;9.52;8.89;10.04;18.48;11.14
NO2;uur;µg/m³;2024-01-05T18:00:00+01:00;2024-01-05T19:00:00+01:00;9.53;26.02;7.4;11.32;8.9;15.43;16.33;15.53;24.54;28.69;32.02;15.03;12.54;19.87;8.03;9.77;12.37;29.7;15.08;47.47;8.71;23.19;25.03;42.88;15.97;10.83;32.1;5.73;9.98;32.74;31;32.21;25.06;15.55;12.93;9.01;28.49;20.38;10.76;6.38;12.11;9.67;8.64;16.14;11.46
NO2;uur;µg/m³;2024-01-05T19:00:00+01:00;2024-01-05T20:00:00+01:00;9.26;35.65;8.01;11.3;8.97;14.61;19.19;14.5;21.66;28.53;29.08;12.22;11.71;21.01;6.38;7.77;12.31;24.37;23.81;40.27;5.62;22.85;15.16;22;12.5;8.93;26.71;7.04;14.57;44;35.08;31.31;34.75;13.63;11.15;9.25;27.15;20.74;8.53;9.37;12.08;10.16;10.26;16.83;8.74
NO2;uur;µg/m³;2024-01-05T20:00:00+01:00;2024-01-05T21:00:00+01:00;9.86;29.94;7.87;12.82;11.75;17.65;12.74;17;21.68;41.24;27.99;15.64;12.28;19.97;4.09;5.9;9.94;18.11;23.97;48.42;5.24;17.52;16.58;23.46;10.17;7.8;14.36;7.24;16.98;39.74;33.72;29.8;33.22;16.72;8.16;9.99;32.63;20.6;7.38;11.07;9.34;11.49;8.38;13.21;6.6
NO2;uur;µg/m³;2024-01-05T21:00:00+01:00;2024-01-05T22:00:00+01:00;9.42;28.94;8.43;12.54;11.92;19.57;5.59;17.15;20.98;40.92;24.95;16.87;14.63;16.84;5.09;7.48;8.48;15.79;19.21;35.04;6.68;14.51;11.39;21.06;9.73;7.04;11.01;7.34;13.04;29.36;24.39;24.52;26.64;11.81;6.34;10.7;29.73;21.49;8.46;10.26;8.94;14.13;9.12;14.03;6.86
NO2;uur;µg/m³;2024-01-05T22:00:00+01:00;2024-01-05T23:00:00+01:00;8.47;16.62;7.79;11.47;10.48;19.48;4.34;16.37;21.4;39.61;30.14;10.27;14.31;10.59;4.29;6.94;7.53;16.44;27.4;21.45;9.11;11.9;11.32;16;9.15;5.45;9.84;6.45;10.89;11.76;16.95;20.36;12;11.42;6.17;9.59;29.69;24.46;10.41;10.14;6.31;11.52;8.51;11.98;7.03
NO2;uur;µg/m³;2024-01-05T23:00:00+01:00;2024-01-06T00:00:00+01:00;9.36;7.69;7.9;10.51;8.39;18.21;5.01;18.14;21.6;32.47;23.08;13.49;13.06;17.55;4.78;3.96;5.97;11.73;16.47;12.16;9.4;10.58;7.94;13.52;9.09;5.41;7.57;5.38;12.66;7.89;9.54;22.24;7.93;9.9;6.85;6.66;33.05;25.13;10.56;7.6;6.17;7.41;6.9;12.03;8.76
NO2;uur;µg/m³;2024-01-06T00:00:00+01:00;2024-01-06T01:00:00+01:00;9.12;14.77;8.45;8.87;8.14;10.54;5.98;19.11;21.05;12.86;11.5;12.37;14.65;19.48;6.43;6.06;6.02;15.59;12.25;14.42;16.21;8.33;;12.43;7.34;4.81;7.26;5.21;6.19;5.93;7.82;14.34;6.24;7.23;7.76;5.62;16.9;12.52;8.45;5.95;6.3;5.87;4.36;9.57;7.12
NO2;uur;µg/m³;2024-01-06T01:00:00+01:00;2024-01-06T02:00:00+01:00;10.22;14.58;8.91;9.16;9.05;8.23;9.74;12.28;12.76;9.62;9.76;11.17;9.18;19.73;9.17;6.43;5.32;13.56;13.5;10.86;12.05;8.21;11.18;9.02;8.72;4.38;6.41;4.86;5.21;4.37;6.49;8.13;4.82;5.61;8.83;5.03;9.95;7.29;8.11;6.52;4.2;5.47;3.42;7.97;5.25
NO2;uur;µg/m³;2024-01-06T02:00:00+01:00;2024-01-06T03:00:00+01:00;11.01;6.96;7.54;8.93;8.7;7.56;7.91;11.71;9.7;9.14;8.3;10.43;7.44;16.99;10.78;5.27;4.24;13.57;14.58;7.37;6.83;5.5;8.29;8.2;4.75;3.79;5.54;5.15;4.93;4.03;5.06;5.98;4.34;3.91;9.93;5.04;8.95;7.64;6.63;7.46;3.58;6.38;4.64;4.99;3.93
NO2;uur;µg/m³;2024-01-06T03:00:00+01:00;2024-01-06T04:00:00+01:00;9.91;5.05;7.61;7.83;7.42;5.22;7.95;7.86;9.04;5.29;4.8;6.91;6.21;19.09;7.82;9.69;4.09;7.76;13.09;6.79;9.16;5.59;5.75;5.38;4.75;3.17;5.64;4.8;4.23;3.44;4.75;7.12;3.93;4.33;7.93;5.1;9.44;8.93;5.96;6.32;2.97;7;5.35;4.41;3.76
NO2;uur;µg/m³;2024-01-06T04:00:00+01:00;2024-01-06T05:00:00+01:00;7.79;3.98;5.09;7.55;6.05;4.1;9.36;5.99;6.41;5.45;4.77;6.26;4.58;11.37;7.98;7.3;3.61;8.82;7.31;7.3;11.02;4.68;7.02;6.05;3.94;3.3;5.02;3.38;3.43;3.08;3.98;5.43;3.48;3.61;7.39;5.02;7.91;6.16;7.19;4.97;3.01;6.41;4.46;5.5;4.75
NO2;uur;µg/m³;2024-01-06T05:00:00+01:00;2024-01-06T06:00:00+01:00;5.75;4.2;8.35;6.8;5.19;4.1;5.89;5.54;4.72;5.01;4.45;5.93;4.04;20.31;9.16;7.29;4.79;8.43;7.14;8.5;9.2;5.65;8.85;8.67;6.34;2.73;4.72;3.1;2.93;2.99;3.99;7.79;3.23;3.22;7.07;4.26;11.28;12.26;7.42;3.55;2.87;5.96;3.89;5.79;4.25
