Component,Einddatumtijd,NL10643
O3,2023-01-25T08:00:00+01:00,27.79
O3,2023-01-25T09:00:00+01:00,23.95
O3,2023-01-25T10:00:00+01:00,19.41
O3,2023-01-25T11:00:00+01:00,24.43
O3,2023-01-25T12:00:00+01:00,26.92
O3,2023-01-25T13:00:00+01:00,28.4
O3,2023-01-25T14:00:00+01:00,23.54
O3,2023-01-25T15:00:00+01:00,19.25
O3,2023-01-25T16:00:00+01:00,16.9
O3,2023-01-25T17:00:00+01:00,19.39
O3,2023-01-25T18:00:00+01:00,15.08
O3,2023-01-25T19:00:00+01:00,12.5
O3,2023-01-25T20:00:00+01:00,10.69
O3,2023-01-25T21:00:00+01:00,4.3
O3,2023-01-25T22:00:00+01:00,1.86
O3,2023-01-25T23:00:00+01:00,1.82
O3,2023-01-26T00:00:00+01:00,1.73
O3,2023-01-26T01:00:00+01:00,1.88
O3,2023-01-26T02:00:00+01:00,1.95
O3,2023-01-26T03:00:00+01:00,1.84
O3,2023-01-26T04:00:00+01:00,1.76
O3,2023-01-26T05:00:00+01:00,1.62
O3,2023-01-26T06:00:00+01:00,1.72
O3,2023-01-26T07:00:00+01:00,1.67
O3,2023-01-26T08:00:00+01:00,1.72
O3,2023-01-26T09:00:00+01:00,1.94
O3,2023-01-26T10:00:00+01:00,10.61
O3,2023-01-26T11:00:00+01:00,49.57
O3,2023-01-26T12:00:00+01:00,64.44
O3,2023-01-26T13:00:00+01:00,70.11
O3,2023-01-26T14:00:00+01:00,74.33
O3,2023-01-26T15:00:00+01:00,74.34
O3,2023-01-26T16:00:00+01:00,74.45
O3,2023-01-26T17:00:00+01:00,72.27
O3,2023-01-26T18:00:00+01:00,70.63
O3,2023-01-26T19:00:00+01:00,70.98
O3,2023-01-26T20:00:00+01:00,72.7
O3,2023-01-26T21:00:00+01:00,75.5
O3,2023-01-26T22:00:00+01:00,74.77
O3,2023-01-26T23:00:00+01:00,71.7
O3,2023-01-27T00:00:00+01:00,67.67
O3,2023-01-27T01:00:00+01:00,68.33
O3,2023-01-27T02:00:00+01:00,67.07
O3,2023-01-27T03:00:00+01:00,63.41
O3,2023-01-27T04:00:00+01:00,60.07
O3,2023-01-27T05:00:00+01:00,59.15
O3,2023-01-27T06:00:00+01:00,61.79
O3,2023-01-27T07:00:00+01:00,60.92
O3,2023-01-27T08:00:00+01:00,57.94
O3,2023-01-27T09:00:00+01:00,60.3
O3,2023-01-27T10:00:00+01:00,54.03
O3,2023-01-27T11:00:00+01:00,56.47
O3,2023-01-27T12:00:00+01:00,54.95
O3,2023-01-27T13:00:00+01:00,51.17
O3,2023-01-27T14:00:00+01:00,49.56
O3,2023-01-27T15:00:00+01:00,47.1
O3,2023-01-27T16:00:00+01:00,52.98
O3,2023-01-27T17:00:00+01:00,55.08
O3,2023-01-27T18:00:00+01:00,53.57
O3,2023-01-27T19:00:00+01:00,52.14
O3,2023-01-27T20:00:00+01:00,55.83
O3,2023-01-27T21:00:00+01:00,55.48
O3,2023-01-27T22:00:00+01:00,55.34
O3,2023-01-27T23:00:00+01:00,52.93
O3,2023-01-28T00:00:00+01:00,57.14
O3,2023-01-28T01:00:00+01:00,61.66
O3,2023-01-28T02:00:00+01:00,61.12
O3,2023-01-28T03:00:00+01:00,
O3,2023-01-28T04:00:00+01:00,56.15
O3,2023-01-28T05:00:00+01:00,62.26
O3,2023-01-28T06:00:00+01:00,64.95
O3,2023-01-28T07:00:00+01:00,64.47
O3,2023-01-28T08:00:00+01:00,64.19
O3,2023-01-28T09:00:00+01:00,60.03
O3,2023-01-28T10:00:00+01:00,60.7
O3,2023-01-28T11:00:00+01:00,71.35
O3,2023-01-28T12:00:00+01:00,72.41
O3,2023-01-28T13:00:00+01:00,72.33
O3,2023-01-28T14:00:00+01:00,71.84
O3,2023-01-28T15:00:00+01:00,72.28
O3,2023-01-28T16:00:00+01:00,69.96
O3,2023-01-28T17:00:00+01:00,60.36
O3,2023-01-28T18:00:00+01:00,51.8
O3,2023-01-28T19:00:00+01:00,46.48
O3,2023-01-28T20:00:00+01:00,43.14
O3,2023-01-28T21:00:00+01:00,35.58
O3,2023-01-28T22:00:00+01:00,31.0
O3,2023-01-28T23:00:00+01:00,26.16
O3,2023-01-29T00:00:00+01:00,15.81
O3,2023-01-29T01:00:00+01:00,21.03
O3,2023-01-29T02:00:00+01:00,34.76
O3,2023-01-29T03:00:00+01:00,40.95
O3,2023-01-29T04:00:00+01:00,36.8
O3,2023-01-29T05:00:00+01:00,28.87
O3,2023-01-29T06:00:00+01:00,26.66
O3,2023-01-29T07:00:00+01:00,28.41
O3,2023-01-29T08:00:00+01:00,29.96
O3,2023-01-29T09:00:00+01:00,30.51
O3,2023-01-29T10:00:00+01:00,27.69
O3,2023-01-29T11:00:00+01:00,25.78
O3,2023-01-29T12:00:00+01:00,26.83
O3,2023-01-29T13:00:00+01:00,33.71
O3,2023-01-29T14:00:00+01:00,32.44
O3,2023-01-29T15:00:00+01:00,38.4
O3,2023-01-29T16:00:00+01:00,41.53
O3,2023-01-29T17:00:00+01:00,42.87
O3,2023-01-29T18:00:00+01:00,42.24
O3,2023-01-29T19:00:00+01:00,37.75
O3,2023-01-29T20:00:00+01:00,40.79
O3,2023-01-29T21:00:00+01:00,39.48
O3,2023-01-29T22:00:00+01:00,36.83
O3,2023-01-29T23:00:00+01:00,37.06
O3,2023-01-30T00:00:00+01:00,40.18
O3,2023-01-30T01:00:00+01:00,41.15
O3,2023-01-30T02:00:00+01:00,43.32
O3,2023-01-30T03:00:00+01:00,45.08
O3,2023-01-30T04:00:00+01:00,45.03
O3,2023-01-30T05:00:00+01:00,51.92
O3,2023-01-30T06:00:00+01:00,55.1
O3,2023-01-30T07:00:00+01:00,63.28
O3,2023-01-30T08:00:00+01:00,63.44
O3,2023-01-30T09:00:00+01:00,65.31
O3,2023-01-30T10:00:00+01:00,66.27
O3,2023-01-30T11:00:00+01:00,65.89
O3,2023-01-30T12:00:00+01:00,65.69
O3,2023-01-30T13:00:00+01:00,68.07
O3,2023-01-30T14:00:00+01:00,67.91
O3,2023-01-30T15:00:00+01:00,65.71
O3,2023-01-30T16:00:00+01:00,64.55
O3,2023-01-30T17:00:00+01:00,64.45
O3,2023-01-30T18:00:00+01:00,64.4
O3,2023-01-30T19:00:00+01:00,59.23
O3,2023-01-30T20:00:00+01:00,39.41
O3,2023-01-30T21:00:00+01:00,48.54
O3,2023-01-30T22:00:00+01:00,54.33
O3,2023-01-30T23:00:00+01:00,52.06
O3,2023-01-31T00:00:00+01:00,55.14
O3,2023-01-31T01:00:00+01:00,49.2
O3,2023-01-31T02:00:00+01:00,44.39
O3,2023-01-31T03:00:00+01:00,36.55
O3,2023-01-31T04:00:00+01:00,39.17
O3,2023-01-31T05:00:00+01:00,34.79
O3,2023-01-31T06:00:00+01:00,34.77
O3,2023-01-31T07:00:00+01:00,27.12
O3,2023-01-31T08:00:00+01:00,22.36
O3,2023-01-31T09:00:00+01:00,17.07
O3,2023-01-31T10:00:00+01:00,28.61
O3,2023-01-31T11:00:00+01:00,36.42
O3,2023-01-31T12:00:00+01:00,40.67
O3,2023-01-31T13:00:00+01:00,46.4
O3,2023-01-31T14:00:00+01:00,57.08
O3,2023-01-31T15:00:00+01:00,58.77
O3,2023-01-31T16:00:00+01:00,55.77
O3,2023-01-31T17:00:00+01:00,60.13
O3,2023-01-31T18:00:00+01:00,64.05
O3,2023-01-31T19:00:00+01:00,51.7
O3,2023-01-31T20:00:00+01:00,53.93
O3,2023-01-31T21:00:00+01:00,62.55
O3,2023-01-31T22:00:00+01:00,59.69
O3,2023-01-31T23:00:00+01:00,57.82
O3,2023-02-01T00:00:00+01:00,54.8
O3,2023-02-01T01:00:00+01:00,51.27
O3,2023-02-01T02:00:00+01:00,59.47
O3,2023-02-01T03:00:00+01:00,
O3,2023-02-01T04:00:00+01:00,60.87
O3,2023-02-01T05:00:00+01:00,63.77
O3,2023-02-01T06:00:00+01:00,57.09
O3,2023-02-01T07:00:00+01:00,59.16
O3,2023-02-01T08:00:00+01:00,52.64
O3,2023-02-01T09:00:00+01:00,54.87
O3,2023-02-01T10:00:00+01:00,62.09
O3,2023-02-01T11:00:00+01:00,64.93
O3,2023-02-01T12:00:00+01:00,66.09
O3,2023-02-01T13:00:00+01:00,65.06
O3,2023-02-01T14:00:00+01:00,65.02
O3,2023-02-01T15:00:00+01:00,61.67
O3,2023-02-01T16:00:00+01:00,58.58
O3,2023-02-01T17:00:00+01:00,59.62
O3,2023-02-01T18:00:00+01:00,56.29
O3,2023-02-01T19:00:00+01:00,54.08
O3,2023-02-01T20:00:00+01:00,56.42
O3,2023-02-01T21:00:00+01:00,57.28
O3,2023-02-01T22:00:00+01:00,63.78
O3,2023-02-01T23:00:00+01:00,61.61
O3,2023-02-02T00:00:00+01:00,60.18
O3,2023-02-02T01:00:00+01:00,60.6
O3,2023-02-02T02:00:00+01:00,62.74
O3,2023-02-02T03:00:00+01:00,67.47
O3,2023-02-02T04:00:00+01:00,56.52
O3,2023-02-02T05:00:00+01:00,60.78
O3,2023-02-02T06:00:00+01:00,62.1
O3,2023-02-02T07:00:00+01:00,59.88
O3,2023-02-02T08:00:00+01:00,57.52
O3,2023-02-02T09:00:00+01:00,53.56
O3,2023-02-02T10:00:00+01:00,56.81
O3,2023-02-02T11:00:00+01:00,58.0
O3,2023-02-02T12:00:00+01:00,54.17
O3,2023-02-02T13:00:00+01:00,51.12
O3,2023-02-02T14:00:00+01:00,52.61
O3,2023-02-02T15:00:00+01:00,53.47
O3,2023-02-02T16:00:00+01:00,50.98
O3,2023-02-02T17:00:00+01:00,47.62
O3,2023-02-02T18:00:00+01:00,29.94
O3,2023-02-02T19:00:00+01:00,24.36
O3,2023-02-02T20:00:00+01:00,32.16
O3,2023-02-02T21:00:00+01:00,33.09
O3,2023-02-02T22:00:00+01:00,38.52
O3,2023-02-02T23:00:00+01:00,45.49
O3,2023-02-03T00:00:00+01:00,44.99
O3,2023-02-03T01:00:00+01:00,51.15
O3,2023-02-03T02:00:00+01:00,56.33
O3,2023-02-03T03:00:00+01:00,54.43
O3,2023-02-03T04:00:00+01:00,57.71
O3,2023-02-03T05:00:00+01:00,57.55
O3,2023-02-03T06:00:00+01:00,65.47
O3,2023-02-03T07:00:00+01:00,65.24
O3,2023-02-03T08:00:00+01:00,57.59
O3,2023-02-03T09:00:00+01:00,53.88
O3,2023-02-03T10:00:00+01:00,54.5
O3,2023-02-03T11:00:00+01:00,59.19
O3,2023-02-03T12:00:00+01:00,61.81
O3,2023-02-03T13:00:00+01:00,62.76
O3,2023-02-03T14:00:00+01:00,60.24
O3,2023-02-03T15:00:00+01:00,58.72
O3,2023-02-03T16:00:00+01:00,57.82
O3,2023-02-03T17:00:00+01:00,55.36
O3,2023-02-03T18:00:00+01:00,52.85
O3,2023-02-03T19:00:00+01:00,53.34
O3,2023-02-03T20:00:00+01:00,56.44
O3,2023-02-03T21:00:00+01:00,49.19
O3,2023-02-03T22:00:00+01:00,55.64
O3,2023-02-03T23:00:00+01:00,64.74
O3,2023-02-04T00:00:00+01:00,65.52
O3,2023-02-04T01:00:00+01:00,60.15
O3,2023-02-04T02:00:00+01:00,66.11
O3,2023-02-04T03:00:00+01:00,62.05
O3,2023-02-04T04:00:00+01:00,59.81
O3,2023-02-04T05:00:00+01:00,50.87
O3,2023-02-04T06:00:00+01:00,38.64
O3,2023-02-04T07:00:00+01:00,28.12
O3,2023-02-04T08:00:00+01:00,25.78
O3,2023-02-04T09:00:00+01:00,22.36
O3,2023-02-04T10:00:00+01:00,19.14
O3,2023-02-04T11:00:00+01:00,27.62
O3,2023-02-04T12:00:00+01:00,44.15
O3,2023-02-04T13:00:00+01:00,54.84
O3,2023-02-04T14:00:00+01:00,61.62
O3,2023-02-04T15:00:00+01:00,65.44
O3,2023-02-04T16:00:00+01:00,66.03
O3,2023-02-04T17:00:00+01:00,59.19
O3,2023-02-04T18:00:00+01:00,53.56
O3,2023-02-04T19:00:00+01:00,44.81
O3,2023-02-04T20:00:00+01:00,44.2
O3,2023-02-04T21:00:00+01:00,30.95
O3,2023-02-04T22:00:00+01:00,32.44
O3,2023-02-04T23:00:00+01:00,27.71
O3,2023-02-05T00:00:00+01:00,13.43
O3,2023-02-05T01:00:00+01:00,9.24
O3,2023-02-05T02:00:00+01:00,9.58
O3,2023-02-05T03:00:00+01:00,
O3,2023-02-05T04:00:00+01:00,31.42
O3,2023-02-05T05:00:00+01:00,45.46
O3,2023-02-05T06:00:00+01:00,50.87
O3,2023-02-05T07:00:00+01:00,68.75
O3,2023-02-05T08:00:00+01:00,78.58
O3,2023-02-05T09:00:00+01:00,78.26
O3,2023-02-05T10:00:00+01:00,76.7
O3,2023-02-05T11:00:00+01:00,76.7
O3,2023-02-05T12:00:00+01:00,76.26
O3,2023-02-05T13:00:00+01:00,76.72
O3,2023-02-05T14:00:00+01:00,77.7
O3,2023-02-05T15:00:00+01:00,77.35
O3,2023-02-05T16:00:00+01:00,76.36
O3,2023-02-05T17:00:00+01:00,75.38
O3,2023-02-05T18:00:00+01:00,72.03
O3,2023-02-05T19:00:00+01:00,70.0
O3,2023-02-05T20:00:00+01:00,69.61
O3,2023-02-05T21:00:00+01:00,66.19
O3,2023-02-05T22:00:00+01:00,61.21
O3,2023-02-05T23:00:00+01:00,51.69
O3,2023-02-06T00:00:00+01:00,48.48
O3,2023-02-06T01:00:00+01:00,52.34
O3,2023-02-06T02:00:00+01:00,51.36
O3,2023-02-06T03:00:00+01:00,52.59
O3,2023-02-06T04:00:00+01:00,50.67
O3,2023-02-06T05:00:00+01:00,41.66
O3,2023-02-06T06:00:00+01:00,32.46
O3,2023-02-06T07:00:00+01:00,25.05
O3,2023-02-06T08:00:00+01:00,8.73
O3,2023-02-06T09:00:00+01:00,5.57
O3,2023-02-06T10:00:00+01:00,7.88
O3,2023-02-06T11:00:00+01:00,18.0
O3,2023-02-06T12:00:00+01:00,38.2
O3,2023-02-06T13:00:00+01:00,56.57
O3,2023-02-06T14:00:00+01:00,62.61
O3,2023-02-06T15:00:00+01:00,67.26
O3,2023-02-06T16:00:00+01:00,70.49
O3,2023-02-06T17:00:00+01:00,64.94
O3,2023-02-06T18:00:00+01:00,50.18
O3,2023-02-06T19:00:00+01:00,37.72
O3,2023-02-06T20:00:00+01:00,27.28
O3,2023-02-06T21:00:00+01:00,9.38
O3,2023-02-06T22:00:00+01:00,5.32
O3,2023-02-06T23:00:00+01:00,3.74
O3,2023-02-07T00:00:00+01:00,2.39
O3,2023-02-07T01:00:00+01:00,6.29
O3,2023-02-07T02:00:00+01:00,2.12
O3,2023-02-07T03:00:00+01:00,3.89
O3,2023-02-07T04:00:00+01:00,4.59
O3,2023-02-07T05:00:00+01:00,7.82
O3,2023-02-07T06:00:00+01:00,10.35
O3,2023-02-07T07:00:00+01:00,6.35
O3,2023-02-07T08:00:00+01:00,2.34
O3,2023-02-07T09:00:00+01:00,4.3
O3,2023-02-07T10:00:00+01:00,13.15
O3,2023-02-07T11:00:00+01:00,19.63
O3,2023-02-07T12:00:00+01:00,29.44
O3,2023-02-07T13:00:00+01:00,33.81
O3,2023-02-07T14:00:00+01:00,36.97
O3,2023-02-07T15:00:00+01:00,40.77
O3,2023-02-07T16:00:00+01:00,43.47
O3,2023-02-07T17:00:00+01:00,37.13
O3,2023-02-07T18:00:00+01:00,26.66
O3,2023-02-07T19:00:00+01:00,9.81
O3,2023-02-07T20:00:00+01:00,2.6
O3,2023-02-07T21:00:00+01:00,3.99
O3,2023-02-07T22:00:00+01:00,2.71
O3,2023-02-07T23:00:00+01:00,2.71
O3,2023-02-08T00:00:00+01:00,2.21
O3,2023-02-08T01:00:00+01:00,2.23
O3,2023-02-08T02:00:00+01:00,2.22
O3,2023-02-08T03:00:00+01:00,1.99
O3,2023-02-08T04:00:00+01:00,1.77
O3,2023-02-08T05:00:00+01:00,1.79
O3,2023-02-08T06:00:00+01:00,1.72
O3,2023-02-08T07:00:00+01:00,1.96
O3,2023-02-08T08:00:00+01:00,1.97
O3,2023-02-08T09:00:00+01:00,3.73
O3,2023-02-08T10:00:00+01:00,10.73
O3,2023-02-08T11:00:00+01:00,17.73
O3,2023-02-08T12:00:00+01:00,23.65
O3,2023-02-08T13:00:00+01:00,27.2
O3,2023-02-08T14:00:00+01:00,32.2
O3,2023-02-08T15:00:00+01:00,39.2
O3,2023-02-08T16:00:00+01:00,38.96
O3,2023-02-08T17:00:00+01:00,30.3
O3,2023-02-08T18:00:00+01:00,27.55
O3,2023-02-08T19:00:00+01:00,9.75
O3,2023-02-08T20:00:00+01:00,8.48
O3,2023-02-08T21:00:00+01:00,11.32
O3,2023-02-08T22:00:00+01:00,6.55
O3,2023-02-08T23:00:00+01:00,4.53
O3,2023-02-09T00:00:00+01:00,6.09
O3,2023-02-09T01:00:00+01:00,4.38
O3,2023-02-09T02:00:00+01:00,3.67
O3,2023-02-09T03:00:00+01:00,
O3,2023-02-09T04:00:00+01:00,17.05
O3,2023-02-09T05:00:00+01:00,17.2
O3,2023-02-09T06:00:00+01:00,22.81
O3,2023-02-09T07:00:00+01:00,21.82
O3,2023-02-09T08:00:00+01:00,18.07
O3,2023-02-09T09:00:00+01:00,11.95
O3,2023-02-09T10:00:00+01:00,17.1
O3,2023-02-09T11:00:00+01:00,22.46
O3,2023-02-09T12:00:00+01:00,22.92
O3,2023-02-09T13:00:00+01:00,24.0
O3,2023-02-09T14:00:00+01:00,24.16
O3,2023-02-09T15:00:00+01:00,20.1
O3,2023-02-09T16:00:00+01:00,13.04
O3,2023-02-09T17:00:00+01:00,7.51
O3,2023-02-09T18:00:00+01:00,3.5
O3,2023-02-09T19:00:00+01:00,1.89
O3,2023-02-09T20:00:00+01:00,1.85
O3,2023-02-09T21:00:00+01:00,1.94
O3,2023-02-09T22:00:00+01:00,1.96
O3,2023-02-09T23:00:00+01:00,2.0
O3,2023-02-10T00:00:00+01:00,2.05
O3,2023-02-10T01:00:00+01:00,1.99
O3,2023-02-10T02:00:00+01:00,1.82
O3,2023-02-10T03:00:00+01:00,3.15
O3,2023-02-10T04:00:00+01:00,7.79
O3,2023-02-10T05:00:00+01:00,17.17
O3,2023-02-10T06:00:00+01:00,25.58
O3,2023-02-10T07:00:00+01:00,10.38
O3,2023-02-10T08:00:00+01:00,3.82
O3,2023-02-10T09:00:00+01:00,6.36
O3,2023-02-10T10:00:00+01:00,11.28
O3,2023-02-10T11:00:00+01:00,15.48
O3,2023-02-10T12:00:00+01:00,21.62
O3,2023-02-10T13:00:00+01:00,25.92
O3,2023-02-10T14:00:00+01:00,28.89
O3,2023-02-10T15:00:00+01:00,32.46
O3,2023-02-10T16:00:00+01:00,33.94
O3,2023-02-10T17:00:00+01:00,30.42
O3,2023-02-10T18:00:00+01:00,28.97
O3,2023-02-10T19:00:00+01:00,34.62
O3,2023-02-10T20:00:00+01:00,40.58
O3,2023-02-10T21:00:00+01:00,38.47
O3,2023-02-10T22:00:00+01:00,50.74
O3,2023-02-10T23:00:00+01:00,52.8
O3,2023-02-11T00:00:00+01:00,47.99
O3,2023-02-11T01:00:00+01:00,49.55
O3,2023-02-11T02:00:00+01:00,52.86
O3,2023-02-11T03:00:00+01:00,49.37
O3,2023-02-11T04:00:00+01:00,44.16
O3,2023-02-11T05:00:00+01:00,44.63
O3,2023-02-11T06:00:00+01:00,39.32
O3,2023-02-11T07:00:00+01:00,33.71
O3,2023-02-11T08:00:00+01:00,24.29
O3,2023-02-11T09:00:00+01:00,16.33
O3,2023-02-11T10:00:00+01:00,14.87
O3,2023-02-11T11:00:00+01:00,14.89
O3,2023-02-11T12:00:00+01:00,17.1
O3,2023-02-11T13:00:00+01:00,32.97
O3,2023-02-11T14:00:00+01:00,51.02
O3,2023-02-11T15:00:00+01:00,53.17
O3,2023-02-11T16:00:00+01:00,52.94
O3,2023-02-11T17:00:00+01:00,51.42
O3,2023-02-11T18:00:00+01:00,51.19
O3,2023-02-11T19:00:00+01:00,48.41
O3,2023-02-11T20:00:00+01:00,44.55
O3,2023-02-11T21:00:00+01:00,42.92
O3,2023-02-11T22:00:00+01:00,39.59
O3,2023-02-11T23:00:00+01:00,28.52
O3,2023-02-12T00:00:00+01:00,29.69
O3,2023-02-12T01:00:00+01:00,19.75
O3,2023-02-12T02:00:00+01:00,15.74
O3,2023-02-12T03:00:00+01:00,18.55
O3,2023-02-12T04:00:00+01:00,17.64
O3,2023-02-12T05:00:00+01:00,23.0
O3,2023-02-12T06:00:00+01:00,26.9
O3,2023-02-12T07:00:00+01:00,32.68
O3,2023-02-12T08:00:00+01:00,31.77
O3,2023-02-12T09:00:00+01:00,25.22
O3,2023-02-12T10:00:00+01:00,21.32
O3,2023-02-12T11:00:00+01:00,22.73
O3,2023-02-12T12:00:00+01:00,27.6
O3,2023-02-12T13:00:00+01:00,29.6
O3,2023-02-12T14:00:00+01:00,30.45
O3,2023-02-12T15:00:00+01:00,23.18
O3,2023-02-12T16:00:00+01:00,29.89
O3,2023-02-12T17:00:00+01:00,34.91
O3,2023-02-12T18:00:00+01:00,57.25
O3,2023-02-12T19:00:00+01:00,54.16
O3,2023-02-12T20:00:00+01:00,45.88
O3,2023-02-12T21:00:00+01:00,39.94
O3,2023-02-12T22:00:00+01:00,33.23
O3,2023-02-12T23:00:00+01:00,41.85
O3,2023-02-13T00:00:00+01:00,42.15
O3,2023-02-13T01:00:00+01:00,40.67
O3,2023-02-13T02:00:00+01:00,44.41
O3,2023-02-13T03:00:00+01:00,
O3,2023-02-13T04:00:00+01:00,53.21
O3,2023-02-13T05:00:00+01:00,52.89
O3,2023-02-13T06:00:00+01:00,48.48
O3,2023-02-13T07:00:00+01:00,36.31
O3,2023-02-13T08:00:00+01:00,15.1
O3,2023-02-13T09:00:00+01:00,11.91
O3,2023-02-13T10:00:00+01:00,22.63
O3,2023-02-13T11:00:00+01:00,34.06
O3,2023-02-13T12:00:00+01:00,36.66
O3,2023-02-13T13:00:00+01:00,44.72
O3,2023-02-13T14:00:00+01:00,48.84
O3,2023-02-13T15:00:00+01:00,50.98
O3,2023-02-13T16:00:00+01:00,50.57
O3,2023-02-13T17:00:00+01:00,44.54
O3,2023-02-13T18:00:00+01:00,33.52
O3,2023-02-13T19:00:00+01:00,8.05
O3,2023-02-13T20:00:00+01:00,3.0
O3,2023-02-13T21:00:00+01:00,3.36
O3,2023-02-13T22:00:00+01:00,2.15
O3,2023-02-13T23:00:00+01:00,1.76
O3,2023-02-14T00:00:00+01:00,1.47
O3,2023-02-14T01:00:00+01:00,1.62
O3,2023-02-14T02:00:00+01:00,1.54
O3,2023-02-14T03:00:00+01:00,1.5
O3,2023-02-14T04:00:00+01:00,1.41
O3,2023-02-14T05:00:00+01:00,1.25
O3,2023-02-14T06:00:00+01:00,1.14
O3,2023-02-14T07:00:00+01:00,1.35
O3,2023-02-14T08:00:00+01:00,1.42
O3,2023-02-14T09:00:00+01:00,2.25
O3,2023-02-14T10:00:00+01:00,4.75
O3,2023-02-14T11:00:00+01:00,7.55
O3,2023-02-14T12:00:00+01:00,14.31
O3,2023-02-14T13:00:00+01:00,22.74
O3,2023-02-14T14:00:00+01:00,37.92
O3,2023-02-14T15:00:00+01:00,42.0
O3,2023-02-14T16:00:00+01:00,49.47
O3,2023-02-14T17:00:00+01:00,39.25
O3,2023-02-14T18:00:00+01:00,16.47
O3,2023-02-14T19:00:00+01:00,3.05
O3,2023-02-14T20:00:00+01:00,2.78
O3,2023-02-14T21:00:00+01:00,2.4
O3,2023-02-14T22:00:00+01:00,2.54
O3,2023-02-14T23:00:00+01:00,2.03
O3,2023-02-15T00:00:00+01:00,1.86
O3,2023-02-15T01:00:00+01:00,1.72
O3,2023-02-15T02:00:00+01:00,1.64
O3,2023-02-15T03:00:00+01:00,1.61
O3,2023-02-15T04:00:00+01:00,1.73
O3,2023-02-15T05:00:00+01:00,1.63
O3,2023-02-15T06:00:00+01:00,1.55
O3,2023-02-15T07:00:00+01:00,1.5
O3,2023-02-15T08:00:00+01:00,1.47
O3,2023-02-15T09:00:00+01:00,2.37
O3,2023-02-15T10:00:00+01:00,5.32
O3,2023-02-15T11:00:00+01:00,8.76
O3,2023-02-15T12:00:00+01:00,16.15
O3,2023-02-15T13:00:00+01:00,19.53
O3,2023-02-15T14:00:00+01:00,31.02
O3,2023-02-15T15:00:00+01:00,34.18
O3,2023-02-15T16:00:00+01:00,35.24
O3,2023-02-15T17:00:00+01:00,20.46
O3,2023-02-15T18:00:00+01:00,12.22
O3,2023-02-15T19:00:00+01:00,6.54
O3,2023-02-15T20:00:00+01:00,3.3
O3,2023-02-15T21:00:00+01:00,10.95
O3,2023-02-15T22:00:00+01:00,16.91
O3,2023-02-15T23:00:00+01:00,22.34
O3,2023-02-16T00:00:00+01:00,20.04
O3,2023-02-16T01:00:00+01:00,21.24
O3,2023-02-16T02:00:00+01:00,20.45
O3,2023-02-16T03:00:00+01:00,19.73
O3,2023-02-16T04:00:00+01:00,21.18
O3,2023-02-16T05:00:00+01:00,20.17
O3,2023-02-16T06:00:00+01:00,16.77
O3,2023-02-16T07:00:00+01:00,8.95
O3,2023-02-16T08:00:00+01:00,3.46
O3,2023-02-16T09:00:00+01:00,3.58
O3,2023-02-16T10:00:00+01:00,5.95
O3,2023-02-16T11:00:00+01:00,8.96
O3,2023-02-16T12:00:00+01:00,15.08
O3,2023-02-16T13:00:00+01:00,18.21
O3,2023-02-16T14:00:00+01:00,23.88
O3,2023-02-16T15:00:00+01:00,33.96
O3,2023-02-16T16:00:00+01:00,43.86
O3,2023-02-16T17:00:00+01:00,38.1
O3,2023-02-16T18:00:00+01:00,37.33
O3,2023-02-16T19:00:00+01:00,38.09
O3,2023-02-16T20:00:00+01:00,37.67
O3,2023-02-16T21:00:00+01:00,41.48
O3,2023-02-16T22:00:00+01:00,43.74
O3,2023-02-16T23:00:00+01:00,48.28
O3,2023-02-17T00:00:00+01:00,56.04
O3,2023-02-17T01:00:00+01:00,55.61
O3,2023-02-17T02:00:00+01:00,54.7
O3,2023-02-17T03:00:00+01:00,
O3,2023-02-17T04:00:00+01:00,54.93
O3,2023-02-17T05:00:00+01:00,56.22
O3,2023-02-17T06:00:00+01:00,51.44
O3,2023-02-17T07:00:00+01:00,48.73
O3,2023-02-17T08:00:00+01:00,45.78
O3,2023-02-17T09:00:00+01:00,47.62
O3,2023-02-17T10:00:00+01:00,49.14
O3,2023-02-17T11:00:00+01:00,49.79
O3,2023-02-17T12:00:00+01:00,53.01
O3,2023-02-17T13:00:00+01:00,52.77
O3,2023-02-17T14:00:00+01:00,55.52
O3,2023-02-17T15:00:00+01:00,59.93
O3,2023-02-17T16:00:00+01:00,61.11
O3,2023-02-17T17:00:00+01:00,61.68
O3,2023-02-17T18:00:00+01:00,57.7
O3,2023-02-17T19:00:00+01:00,54.21
O3,2023-02-17T20:00:00+01:00,46.08
O3,2023-02-17T21:00:00+01:00,50.06
O3,2023-02-17T22:00:00+01:00,47.81
O3,2023-02-17T23:00:00+01:00,41.21
O3,2023-02-18T00:00:00+01:00,36.77
O3,2023-02-18T01:00:00+01:00,31.52
O3,2023-02-18T02:00:00+01:00,41.6
O3,2023-02-18T03:00:00+01:00,47.12
O3,2023-02-18T04:00:00+01:00,44.03
O3,2023-02-18T05:00:00+01:00,45.76
O3,2023-02-18T06:00:00+01:00,50.19
O3,2023-02-18T07:00:00+01:00,51.6
O3,2023-02-18T08:00:00+01:00,55.02
O3,2023-02-18T09:00:00+01:00,58.07
O3,2023-02-18T10:00:00+01:00,64.06
O3,2023-02-18T11:00:00+01:00,66.82
O3,2023-02-18T12:00:00+01:00,69.01
O3,2023-02-18T13:00:00+01:00,66.32
O3,2023-02-18T14:00:00+01:00,64.71
